	G1-131	G1-132	G1-15	G1-177	G1-178	G3-419	G3-420	G3-421	G3-422	G3-423	G3-424
G1-131	0.0	0.03189744742695652	0.20604213975512428	0.7338532487180892	0.12897870132767933	0.3008457650258465	0.15061187232582018	0.3959261554889142	0.05340081340959681	0.37080774459436094	0.19252044809202362
G1-132	0.03189744742695652	0.0	0.18767851702640492	0.7417957302808178	0.15773429912500125	0.3234030676262522	0.17840844342788587	0.41410047487137897	0.08502520703719366	0.3898167129774258	0.1756147128715747
G1-15	0.20604213975512428	0.18767851702640492	0.0	0.6841038278993312	0.21102269013478925	0.252654496857735	0.31348620331014637	0.40967803133106123	0.24250364526210427	0.4056148695579631	0.2251619098584121
G1-177	0.7338532487180892	0.7417957302808178	0.6841038278993312	0.0	0.7050283434686142	0.7158923821837839	0.7391436014225469	0.6876767017412894	0.7297963503746074	0.7093700471153551	0.7383438873138956
G1-178	0.12897870132767933	0.15773429912500125	0.21102269013478925	0.7050283434686142	0.0	0.3745979432723415	0.18319257218884638	0.4277322166173298	0.08396741299568845	0.37239793588389297	0.11448434898151688
G3-419	0.3008457650258465	0.3234030676262522	0.252654496857735	0.7158923821837839	0.3745979432723415	0.0	0.3911111405562503	0.3986007715931553	0.3341782035704074	0.510234653638449	0.42694375478519164
G3-420	0.15061187232582018	0.17840844342788587	0.31348620331014637	0.7391436014225469	0.18319257218884638	0.3911111405562503	0.0	0.4644239093808267	0.11708710356648894	0.44372998436936045	0.24386878571031056
G3-421	0.3959261554889142	0.41410047487137897	0.40967803133106123	0.6876767017412894	0.4277322166173298	0.3986007715931553	0.4644239093808267	0.0	0.42347619884444154	0.466668463260397	0.4966873416569156
G3-422	0.05340081340959681	0.08502520703719366	0.24250364526210427	0.7297963503746074	0.08396741299568845	0.3341782035704074	0.11708710356648894	0.42347619884444154	0.0	0.39942593446980373	0.14977572548054707
G3-423	0.37080774459436094	0.3898167129774258	0.4056148695579631	0.7093700471153551	0.37239793588389297	0.510234653638449	0.44372998436936045	0.466668463260397	0.39942593446980373	0.0	0.4163831520466223
G3-424	0.19252044809202362	0.1756147128715747	0.2251619098584121	0.7383438873138956	0.11448434898151688	0.42694375478519164	0.24386878571031056	0.4966873416569156	0.14977572548054707	0.4163831520466223	0.0
