Eigvals	43
0.19637606720441958	0.12608662898567172	0.019983546936931024	0.008712054913563907	0.005380582240202788	0.0032833608371192202	0.0021254348554878774	0.001907413871029523	0.001002854059311463	0.0007124657475504059	0.0004981638263424487	0.0002757050204924491	0.00019435303171077417	0.00017711605950231253	0.0001301069283125584	0.0001112902948951864	5.180591967851589e-05	2.4998720693732157e-05	1.1825575299259396e-05	7.452305755474036e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0

Proportion explained	43
0.5350070577795061	0.3435104764000602	0.05444318548042249	0.023735126855694642	0.01465886100303149	0.008945189941435368	0.00579053580573482	0.005196559324334797	0.0027321761113381997	0.001941042046477242	0.0013571977828958988	0.0007511308986301154	0.0005294954988474695	0.00048253508295994406	0.000354463381939367	0.0003031993362475651	0.0001411400740290435	6.810652742466314e-05	3.221760338453495e-05	2.0303065606050146e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0

Species	0	0

Site	43	43
G1-11	-0.006831725469005346	-0.01537960355130393	0.018568583883604932	0.030720746831988232	-0.0030461089421480805	0.005035687162201885	-0.003984708150007431	0.010544459944086426	0.0012980022652607692	0.010398217247487875	0.005374241641880143	-0.0011997724940170352	-0.0025572610310545525	0.00024663666161612327	-0.0006101149357911664	-0.001337985584561056	0.0004852248625550854	0.00014029410325030366	1.936832403427242e-05	-0.0001296181097830446	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1-110	0.006030103424626828	0.03493291009678878	0.005758313255135041	0.005744169635381553	-0.006530743002766663	-0.007642662034814816	0.005774751408054393	-0.0018356331363697013	0.00021937367546779146	0.004886470404036582	0.002785836069526066	-0.0003865249014218911	-0.0054854462968462	-0.0022168088672438408	-0.0005438756983861922	-0.000426296449024682	0.000838777578306591	0.00027992235739461243	-0.0006996891193245441	0.0004911783343150531	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1-115	0.05612506938175928	-0.02038666060312848	-0.005171782596756404	0.0005263000272853184	0.017454007990251874	0.016007825184369315	0.0013391056383770604	0.00020976458933815757	-0.004486501824410785	-0.002549713856819861	0.005196188447695424	-0.003172089279953079	0.000701112360171503	0.0010327225133693022	-0.0008456873261423526	-0.0009696889673150469	-0.0013270762008408426	-0.0011835072469180436	0.0004946328715723794	-0.0001547303919966151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1-116	-0.010994408016102283	0.04741187545001356	0.0180124065249215	-0.010278918718843327	0.010922323277727953	0.016589262447940158	0.0011866652450160501	-0.0020140002804737785	0.002731633864498734	-0.000479400584454365	0.005321751256859363	-0.0009930425299634563	-0.002204988231439082	-0.001782371624793063	0.0004904632475468457	0.0009475313510726237	-0.0008649290461691547	-2.0523533746738433e-05	-8.608101450263621e-05	-5.392113056262511e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1-12	-0.06769026523987307	0.08101692303901806	-0.02494728308376395	-0.017214888364009886	-0.007408593026086626	0.003488654616021569	-0.007053476444205034	0.012492931615870497	0.0017127836988229668	-0.002896445722514149	-0.0007031669462334313	-0.003961466620471568	-0.002019961836080106	0.0009759968879948084	0.0012620790385436777	-0.0012182590091757537	-0.0005758951423472588	0.0002822016786410441	-8.074744356494433e-05	-0.0001392618060493133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1-130	-0.2092508135817539	-0.14599800882230105	-0.022785277847358003	0.0029678132561204106	-0.00063818316841055	0.00014499740958471535	-0.0016422896115552343	-0.001877184792984556	-0.0015300654923436862	-0.000511082505677853	0.0041111826221233334	0.0026330080736626043	-0.0019058338615533918	-0.001428604216258231	0.001726335300035472	0.003702438702378986	-6.299814620135245e-05	-0.0002362615102699296	-0.00022997766419312907	8.615824309919754e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1-131	-0.16396781963925727	0.04652358147075902	0.0066611196701985	0.036013121722458706	0.007358696324022198	-0.013687303437745504	0.007347005370416417	-0.00017702122527220182	0.001121682712874257	-0.001519436778594838	0.002243151271789016	0.000528084075077979	0.00011487652832644702	-0.0005854743002544347	0.00020608303078505482	0.0001325763586726401	-0.00010867735905975613	8.486046773595028e-05	1.7931634797853306e-05	-2.5622664449908158e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1-132	-0.2121923640107214	-0.14865525105782024	-0.0198903705469757	0.00013876391996157472	-0.0038024729718001	0.002182458058136996	0.0029017030584909333	-0.0034446790114846223	0.0026147546134871096	5.764720599725528e-05	-0.0040899878736922095	-0.0027018653612262697	0.0020843293227000154	0.0012339525644660195	-0.001604572953160791	-0.003714874561498109	0.00010537720214174112	0.000228231460223083	0.00021139661661618761	-1.0257539977432661e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1-15	-0.010749109415976035	0.0007648654610771656	0.04281400684989804	-0.016497796776290156	-0.04135147632943841	0.017509183605810354	0.023028352797835775	-0.00021900770185071395	-8.015136897839843e-05	-0.004560851431630682	-0.0018324597813817974	-0.0001879906874172324	-0.0017308911081839742	-0.0012454646922891294	0.0004638044631966785	0.00043795281689859957	-0.00019998916999844354	-0.0003415917830872256	-9.85148011800223e-05	3.2968797453320074e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1-157	-0.05439432265798283	0.07789651439201123	-0.014925866837496603	-0.015629599444604802	-0.0016916027468279978	-0.002405769680491257	0.0003845825634936292	0.0029952804416649662	-0.006141903336458137	0.009921566503601036	-0.004539720628973678	0.00108724444897954	0.0009182818563951006	0.001944704628296501	-0.0023234928835254957	0.002503531187698138	-0.0011478753027379964	0.0008337708194631793	1.3023790488391816e-05	-0.00017244908667928734	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
