	G1-11	G1-110	G1-115	G1-116	G1-12	G1-13	G1-130	G1-131	G1-132	G1-135	G1-136	G1-138	G1-14	G1-15	G1-157	G1-158	G1-159	G1-161	G1-162	G1-177	G1-178	G1-19	G1-193	G2-194	G2-41	G2-410	G2-411	G2-412	G2-413	G2-414	G2-415	G2-416	G3-417	G3-418	G3-419	G3-42	G3-420	G3-421	G3-422	G3-423	G3-424	G3-425	G3-426	G3-427	G3-428	G3-429	G3-43	G3-430	G3-44	G3-45	G3-46	G3-47	G3-48	G3-49
G1-136	0.2071797371837749	0.2949204017582665	0.4486581588759634	0.29975869236714464	0.13972872123794985	0.2243222990411412	0.2539576056472567	0.23246867983598127	0.22841476059488586	0.11449612664957932	0.0	0.11676436054533036	0.22841476059488586	0.31676733762689585	0.2982629461573981	0.403786961229666	0.19992681995419678	0.3758066731703275	0.25327751755416494	0.3747418521501884	0.28689571687969284	0.579576476636454	0.3145689235924628	0.48610591029832473	0.26432370803642785	0.3683317042111082	0.29923350514976194	0.2992335021619809	0.27490895216255073	0.24379549573565404	0.2141060202040985	0.22011281738929994	0.21386705953222998	0.45267392885165436	0.15612460214099488	0.3674924646078539	0.3144650871132274	0.3730423921474708	0.2690014973208719	0.391228370656269	0.3534527768663145	0.3517754058378297	0.2071797371837749	0.2547921872625686	0.24874571818014568	0.2817217638742621	0.37754735306688414	0.4302616155642169	0.3400854084298189	0.41211008260283943	0.22513913475212513	0.3606072145422463	0.3055224466190622	0.5149155109946575
G1-138	0.15518926479225556	0.24392840707084165	0.43184929406293976	0.2690182050933591	0.08094689725014066	0.13894233591431823	0.15844511967370625	0.13100051008142002	0.13497086419880794	0.006826102315336218	0.11676436054533036	0.0	0.13497086419880794	0.28521249717632363	0.20842267565854547	0.37358016470369837	0.28998167392027285	0.3427568937388583	0.21041182324902	0.439436279874558	0.23761873645470558	0.5683603295454667	0.27191213172058887	0.46559975974832785	0.21097951510846888	0.2978393250387813	0.2611213915215736	0.2611213882452093	0.18803655715769851	0.2058235300060097	0.16330571986693587	0.16178803884307483	0.16254990475749143	0.40804870649493463	0.12957165152677322	0.33327217519944485	0.2701880014582535	0.38642731393699614	0.21651413093275723	0.36029482310294125	0.2842716738059331	0.3154870492063524	0.15518926479225556	0.20801337660948174	0.20094034496663998	0.23446327482785884	0.3422867639312372	0.4096258112482303	0.29711522396275236	0.387674763653092	0.17289164962871884	0.33813261581065895	0.2706213617980585	0.5059075376773227
G1-14	0.02678415828536061	0.13745320736191005	0.39654766322054974	0.3693116163079088	0.2038388940639608	0.005275981955760408	0.04105229764805601	0.005254013470010077	0.0	0.13237387013835342	0.22841476059488586	0.13497086419880794	0.0	0.19792922763322102	0.09800148016868383	0.33218772358269677	0.3212891717427299	0.27287273692741904	0.0963605149262998	0.5178504428592106	0.13626780749859674	0.5518912051467759	0.18408211449362596	0.4177451046165093	0.10191538269240101	0.19427797313776868	0.1551266693601264	0.15512666562491628	0.06213230057334219	0.0930475918719705	0.03748380835630474	0.04504304395197127	0.03521901125531454	0.3378847334518948	0.24392654740031325	0.26124593927390793	0.17840844342788587	0.41410047487137897	0.10907887090040992	0.2942778057274798	0.18395321607502915	0.2397899082268541	0.02678415828536061	0.08854013090723077	0.07921215861007701	0.13852972778996958	0.26677558279998265	0.3485277932873025	0.20599607286849603	0.4679843822492311	0.28687325223124904	0.422379437439268	0.17416073542051985	0.5687984935598278
G1-15	0.17568144310348055	0.2565994975702209	0.31013648216786843	0.27970899550299627	0.30352720688460844	0.19364158447496962	0.2219116152036191	0.1983811771414245	0.19792922763322102	0.2859916938423542	0.31676733762689585	0.28521249717632363	0.19792922763322102	0.0	0.261247834374025	0.24546283021914453	0.3938426070503824	0.18583306982247685	0.21303757683952715	0.550258461326601	0.1631824299876968	0.5796577145914077	0.09805492973158367	0.3438067112881104	0.22495873235245506	0.3345320461608288	0.2617365022814292	0.26173649913377633	0.24684073387817146	0.12832199339486358	0.18322321998696547	0.18193327946222398	0.17500990068844338	0.3740360000497021	0.32666869379475627	0.3400740703288075	0.287190044937593	0.3511286491029249	0.23014875259779274	0.12745192352477394	0.23402166368337965	0.1578962918781995	0.17568144310348055	0.2258110340806974	0.21922982876199032	0.07305422037117394	0.3491051716122868	0.4154704659052372	0.22450912639642287	0.3564310884588859	0.27822319219756325	0.4139872729415818	0.18830773897051883	0.4657086179761121
G1-157	0.12131379338860557	0.11417803411727775	0.4432431588175332	0.3606268936134969	0.1934057060435075	0.10259001804018035	0.05723909483741363	0.09340965867015841	0.09800148016868383	0.21365654281583846	0.2982629461573981	0.20842267565854547	0.09800148016868383	0.261247834374025	0.0	0.38224510250841404	0.3069604782725232	0.2794895705497217	0.1739053883933119	0.5516563446726549	0.2053773363445774	0.5724983851771991	0.2302865371409183	0.41304943686111095	0.1745645065218329	0.17731118196711287	0.13768663624879426	0.13768663242509074	0.05703877472730346	0.1791817296370274	0.13063910118542013	0.12424870727131815	0.1202661153048254	0.40253531778661195	0.25057574606349936	0.3152023008636075	0.2506394176640414	0.45467367391355384	0.18098501591562302	0.34524583614373744	0.2567577218911169	0.302046192743457	0.12131379338860557	0.08401994310965269	0.07449234428046102	0.2115913247653369	0.30281768790211294	0.4049090484717265	0.18631527848172535	0.5021328053298547	0.271890991867085	0.4309628251792526	0.1853954597746231	0.5756973779066674
G1-158	0.3126387809735257	0.3220874252587302	0.10443030928543387	0.3679178447804131	0.3930518216467085	0.3346942737262327	0.3470647253369424	0.32968608911164354	0.33218772358269677	0.37677942224099525	0.403786961229666	0.37358016470369837	0.33218772358269677	0.24546283021914453	0.38224510250841404	0.0	0.4187497318032406	0.3029796351487329	0.2918253000223377	0.4195305005021024	0.3131831311190196	0.45712702806791616	0.238249598766119	0.43012322375241446	0.29226901230694685	0.4016221462930913	0.3355330685394573	0.3355330656817896	0.37436791638016514	0.34743701027826784	0.31817078395853254	0.31437675721106806	0.31255717178400966	0.48377072361316736	0.40461335908075646	0.43387809291300494	0.3445248506989535	0.4168631600235994	0.29659921738814665	0.320615712071323	0.38613061354308237	0.28166880060455957	0.3126387809735257	0.35571689473864715	0.35090438404165225	0.21938266959531402	0.3979979287779791	0.49475892680018396	0.36394233226181255	0.4647497386429296	0.3642241544042174	0.36356119645552587	0.3393472905036479	0.42459368043766765
G1-159	0.30021356354478906	0.2334619093882352	0.4705556247525438	0.384233608158625	0.24254416724411837	0.3240347658903877	0.337561426696638	0.31854735675952917	0.3212891717427299	0.29404602588084916	0.19992681995419678	0.28998167392027285	0.3212891717427299	0.3938426070503824	0.3069604782725232	0.4187497318032406	0.0	0.4389518439186189	0.2773148932890641	0.43610321665617385	0.3008109960173005	0.5840691648200342	0.372641357872342	0.5020416360577196	0.27780419114054383	0.3251443017668731	0.2506084705413112	0.25060846731840897	0.2970309154982255	0.3382570967073222	0.30628158166637864	0.30212075998104343	0.30007583825976264	0.484538987361218	0.3055019061127867	0.43147567793237024	0.3350848396167683	0.3997307528916757	0.28257667220835675	0.4528188757970989	0.3795479617693141	0.4222176033317289	0.30021356354478906	0.2761820499320297	0.27010241411294067	0.35997559938707757	0.37531911484027425	0.4960532917882428	0.2865473123052718	0.5100081609133266	0.3080777883167476	0.47601175562046477	0.3294396810753894	0.5988764910447093
G1-161	0.2526497570081272	0.3233237490417414	0.3557878884234075	0.2727565354595892	0.3625789934882931	0.2756956539058124	0.24251718916519885	0.27005462745975617	0.27287273692741904	0.34617349753832516	0.3758066731703275	0.3427568937388583	0.27287273692741904	0.18583306982247685	0.2794895705497217	0.3029796351487329	0.4389518439186189	0.0	0.2798856487201153	0.5742428446978433	0.31438159415691397	0.6010180141097423	0.1768740345865147	0.38791055392460877	0.28033952004083457	0.3904061391293545	0.3239277879555039	0.32392778989887333	0.3168793898026252	0.29172131744172036	0.25887022329439113	0.25460439802258883	0.25233503554100944	0.4845181933039279	0.33867773846839094	0.3223949832689711	0.2693098395889863	0.38382257802113773	0.29785620236337995	0.26932668080163535	0.3871872873185868	0.1588246358644301	0.2526497570081272	0.2845076325110152	0.29223473804353517	0.1559332639642982	0.3989343446592742	0.40907389284039	0.3650308283356634	0.4352990172309331	0.3343103149412412	0.4663265590631762	0.2845125432143629	0.5055275592759654
G1-162	0.0699824730855503	0.07335499409887712	0.34482142638120106	0.37006759964470504	0.2315487845575453	0.09127687927370848	0.12792333661135027	0.09664225453770031	0.0963605149262998	0.21164368579224807	0.25327751755416494	0.21041182324902	0.0963605149262998	0.21303757683952715	0.1739053883933119	0.2918253000223377	0.2773148932890641	0.2798856487201153	0.0	0.4929777532806385	0.07585438387399318	0.5290986877566518	0.21529187318957865	0.4390831179847202	0.01684575453366716	0.1543473015163085	0.06299750000718961	0.06299750370828593	0.1551266693601264	0.12350991051105038	0.08005384167571558	0.0780141488016281	0.06865575861520726	0.3341156752699329	0.2651295712861848	0.2683494077727998	0.11392139536434809	0.42975051568843636	0.04557655443596264	0.3137908344966369	0.1641723527758696	0.26786969875965866	0.0699824730855503	0.1115366048864187	0.12161553063614258	0.1714530867669028	0.2193112078434476	0.3743083965431426	0.14982609801449784	0.4733904760728594	0.30776305402347925	0.4232761493110997	0.09063747325492215	0.5699658075852488
G1-177	0.5037364255605937	0.5165255668783355	0.46089105845337647	0.5093623713232364	0.4547804902587416	0.519158373058115	0.525653563093231	0.5165477964757565	0.5178504428592106	0.4416950147648476	0.3747418521501884	0.439436279874558	0.5178504428592106	0.550258461326601	0.5516563446726549	0.4195305005021024	0.43610321665617385	0.5742428446978433	0.4929777532806385	0.0	0.5040202362320623	0.45185112648231174	0.550401998103903	0.639249003398541	0.49320523727823407	0.5708066599526618	0.5234035151905165	0.5234035131408218	0.5475216376428423	0.5221343117807925	0.5066265063709157	0.5046430010638291	0.5041889605887846	0.6086742478891242	0.445019131434709	0.5701925240311048	0.5205745314152165	0.5398448681503137	0.473346194119927	0.5818370679191921	0.555022182645653	0.5471093958823957	0.5037364255605937	0.5338773188777177	0.531363566037858	0.5329422812484047	0.551724321311083	0.6062173981388228	0.517412671004821	0.5601088657206198	0.4685460933124203	0.24922426697777314	0.5178105544204151	0.39639928544694264
G1-178	0.11098367952256018	0.11163373109045813	0.38211581326427596	0.40697303215503206	0.26182361647244384	0.14045620463113495	0.1609927728893147	0.1320784172578851	0.13626780749859674	0.242451802104509	0.28689571687969284	0.23761873645470558	0.13626780749859674	0.1631824299876968	0.2053773363445774	0.3131831311190196	0.3008109960173005	0.31438159415691397	0.07585438387399318	0.5040202362320623	0.0	0.5387958842951737	0.24185525924210743	0.4533413877633705	0.07660985719715621	0.22065815138681064	0.13458213150976805	0.13458212778787226	0.19229609285678473	0.0670751193926104	0.12021593047923916	0.11388884726501232	0.10990922614876239	0.2885899231759779	0.2881018678542306	0.303816841683557	0.16360718351147396	0.4436809484236981	0.08396741299568845	0.26088294494888303	0.10520596118917405	0.2906736581527879	0.11098367952256018	0.16850847697944638	0.16047548193855565	0.20053948319930068	0.2456077309501868	0.3936648115058684	0.07725692003174171	0.44377396519491835	0.329350560272698	0.3984257441032933	0.05145402953531854	0.5514361003897077
G1-19	0.5385463553196592	0.5399818494953305	0.4939334921180734	0.6233271341259158	0.5715416450492448	0.5530407171657066	0.5587542406601372	0.55074667472723	0.5518912051467759	0.5699074727730812	0.579576476636454	0.5683603295454667	0.5518912051467759	0.5796577145914077	0.5724983851771991	0.45712702806791616	0.5840691648200342	0.6010180141097423	0.5290986877566518	0.45185112648231174	0.5387958842951737	0.0	0.5494113729868458	0.5040276583910511	0.5292982206598722	0.5913473874771984	0.5462129057848435	0.5462129038332448	0.5687407720982355	0.554754188877601	0.5410880686557624	0.5393434794288748	0.5390622313901949	0.6223584221665444	0.5799943367120903	0.5853273760906053	0.553377536564778	0.6351319708644291	0.5312497367470735	0.5961313654552856	0.5867223558248809	0.5929680410318238	0.5385463553196592	0.555718166866312	0.5534350429474054	0.5643062317257697	0.5506972432772601	0.561079276176761	0.5596450431302112	0.5252377973966549	0.5941248784098406	0.40935112043796673	0.550939228104756	0.4824297977134043
G1-193	0.1611390390165832	0.2244562841070174	0.31350118503734176	0.26437008597158407	0.280287052130692	0.1876739289141952	0.20533213225082228	0.1804926734613693	0.18408211449362596	0.27614865598121846	0.3145689235924628	0.27191213172058887	0.18408211449362596	0.09805492973158367	0.2302865371409183	0.238249598766119	0.372641357872342	0.1768740345865147	0.21529187318957865	0.550401998103903	0.24185525924210743	0.5494113729868458	0.0	0.317946174251739	0.2158457970817083	0.3173951891045428	0.24200349112841554	0.24200348786850592	0.21090114880933813	0.21054618811349843	0.169051458276143	0.16758659381127625	0.1683642602188184	0.437517582611505	0.32158137000616527	0.3354012710788508	0.27367902941473465	0.3472801263405318	0.2212469442309846	0.20066183862401443	0.32468167013131055	0.1406714319861396	0.1611390390165832	0.18898053400152437	0.1817745779312157	0.05095386737224296	0.28752237593832786	0.4105173704414164	0.2787521791003937	0.4037039153087304	0.25172395272565234	0.4695414656923601	0.27412204504456505	0.5099538537014587
G2-194	0.40071371803698125	0.4130192615280799	0.47474367849330223	0.41255465120786006	0.439411021039468	0.41965000319241724	0.42907820255366047	0.41584577703059544	0.4177451046165093	0.46797717533037253	0.48610591029832473	0.46559975974832785	0.4177451046165093	0.3438067112881104	0.41304943686111095	0.43012322375241446	0.5020416360577196	0.38791055392460877	0.4390831179847202	0.639249003398541	0.4533413877633705	0.5040276583910511	0.317946174251739	0.0	0.43089823661926857	0.4720066101972153	0.4143089008749467	0.41430889838011875	0.3920254229442542	0.4190840435072457	0.39623900490346703	0.39588409797793356	0.40607723329634576	0.5617740810260884	0.49089476977563995	0.47604402096114745	0.4699399243140675	0.491637306570211	0.4422580886441804	0.383930046650587	0.5055665528450034	0.3666291619085823	0.40071371803698125	0.38419153921224314	0.38004588993167904	0.31979381278066277	0.49997103683956373	0.4547924342906786	0.4446608543234928	0.18495952137248564	0.4120885621468764	0.5818585448166611	0.47099938108157785	0.5876629991452547
G2-41	0.07562565238658259	0.07415929676168122	0.3538859197746889	0.37913612204837	0.23603124215846083	0.10644269448225648	0.12861578648875774	0.09738525018202401	0.10191538269240101	0.2161550904085211	0.26432370803642785	0.21097951510846888	0.10191538269240101	0.22495873235245506	0.1745645065218329	0.29226901230694685	0.27780419114054383	0.28033952004083457	0.01684575453366716	0.49320523727823407	0.07660985719715621	0.5292982206598722	0.2158457970817083	0.43089823661926857	0.0	0.1534862649384025	0.06213646379010913	0.06213645984017695	0.14496104239353363	0.12274026567588257	0.06953411300258387	0.06251847866264941	0.07433159631952144	0.34444676227341225	0.26560735575287064	0.2573436468159881	0.11460847485921914	0.4300382573588768	0.046382320464344956	0.3142074563220841	0.16336301646947107	0.26834392795692036	0.07562565238658259	0.11704066433980582	0.1270858466673004	0.17206039477022952	0.2198594737534583	0.37742293142843186	0.15050317676172908	0.4736338827141111	0.3082120029279965	0.4308586789234341	0.10523836993118213	0.5750657826792213
G2-410	0.21535340679490889	0.1255631495244706	0.4442498547399184	0.4136266268383995	0.2807694541085736	0.18910149611998572	0.22318866073299246	0.19481454126883924	0.19427797313776868	0.2987031301032333	0.3683317042111082	0.2978393250387813	0.19427797313776868	0.3345320461608288	0.17731118196711287	0.4016221462930913	0.3251443017668731	0.3904061391293545	0.1543473015163085	0.5708066599526618	0.22065815138681064	0.5913473874771984	0.3173951891045428	0.4720066101972153	0.1534862649384025	0.0	0.09657898414028364	0.09657898791300606	0.1404914435982146	0.24564615350951663	0.20894627437846156	0.20754585769893685	0.21476047835555712	0.33348597513872685	0.3792152682323857	0.37003549703179694	0.25102561362176457	0.5175613210763581	0.19534446219404547	0.42006688403214043	0.13223329561111083	0.3815146773484517	0.21535340679490889	0.16247703421162166	0.17301092125152703	0.30067405878061365	0.3209123327570272	0.47066001365003224	0.20088354416838777	0.5516254185380786	0.35458220667963525	0.5104573922089702	0.2303775422952556	0.634496043315142
G2-411	0.12896946755292815	0.028984165787504654	0.3842161487644014	0.3502849129828294	0.20125383180403006	0.15008559449634792	0.18455615044620302	0.15555195718767717	0.1551266693601264	0.2621245454220404	0.29923350514976194	0.2611213915215736	0.1551266693601264	0.2617365022814292	0.13768663624879426	0.3355330685394573	0.2506084705413112	0.3239277879555039	0.06299750000718961	0.5234035151905165	0.13458213150976805	0.5462129057848435	0.24200349112841554	0.4143089008749467	0.06213646379010913	0.09657898414028364	0.0	4.176040137482261e-09	0.10071021501161119	0.16399305167418513	0.12277638184776456	0.12094858273912588	0.12794713376339675	0.37877916948827295	0.3106514165592351	0.30205416407393143	0.16934732707869707	0.46427738490588255	0.10647261963919467	0.35601497342804217	0.20674325618904976	0.3132047886635997	0.12896946755292815	0.07143149224274566	0.08196537928265102	0.22343556103530898	0.24590909297479824	0.41238349322008305	0.11262347696086689	0.5027285961509105	0.2832977056539316	0.4575756120974042	0.14724074290426484	0.5950132698860174
