Eigvals	24
0.5199294635450676	0.093266667263345	0.03947781987803477	0.017704238845826694	0.005915196365763365	0.0007892002653620035	0.0007111248151292458	8.874473256540241e-05	2.5876536593900228e-05	2.1038801203189708e-05	1.4619305555861727e-05	2.3674556734711674e-06	1.3040312881593664e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0

Proportion explained	24
0.7669181455830816	0.13757231416472473	0.05823146894982801	0.026114507787313432	0.008725167057584535	0.001164104068806326	0.0010489394480137201	0.00013090226752157405	3.8168995700676475e-05	3.103312955958836e-05	2.156409954182578e-05	3.492098144369294e-06	1.9235017967217214e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0

Species	0	0

Site	24	24
G2-1100	-0.26305859110845675	0.024407135583107805	0.07780347188075243	-0.05869044807766482	-0.02950635938242992	0.0027151079885810283	-0.001000502462734248	0.0003375164005512729	-2.237766309561092e-05	2.284093676964822e-05	6.843692736919548e-05	-6.704592352480218e-06	1.385411635036386e-07	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G2-1101	-0.19431133254543337	-0.10499697341992317	-0.05478797781519585	-0.009002356730293148	-0.014490230737903032	0.005191276916407654	0.006004572110991247	0.0005329092668166761	-4.122608929640282e-05	-0.00016895402277176692	3.055209097036367e-05	-2.0106853935098655e-05	-4.224840028036883e-06	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G2-1102	-0.30358994690831176	-0.0995227423781211	0.044043990882431126	0.023724180505047307	0.041511760764372276	-0.0031065435635968313	0.0010402139493174633	-6.426961282615189e-05	3.68097931571089e-05	-1.661372326930774e-05	-7.343006847905512e-05	3.387704812523373e-06	4.1551583846542565e-08	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G2-1105	0.11789454498583139	0.008874050456457883	0.002663673287728135	-0.008304502767374905	0.0030812034263000923	0.0018970263061457143	0.0022121995525848557	0.0016093466588211665	-0.0012344455403076949	-0.0017050651817167564	0.0008529771153609383	0.001015684174902913	0.00010244526916281813	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G2-1106	0.1136530003234368	0.009990106371774093	0.0028346863687697802	-0.007942342358270576	0.0027732671982785726	-0.0018145246689431154	0.003407617635453557	0.0014157806770992802	-0.0020184173594840937	0.0005970432040710938	-0.0009823825463861598	-0.0004119816975388162	0.00017543414094486464	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G2-1107	0.09273216542756853	0.009527317824456571	-0.0007952078837195739	-0.0077846595360024536	-0.0016648545687973943	-0.011867467213219038	0.007899730441086937	-0.0006605654728996844	0.0012499964881778076	0.001325528601466679	0.0016554564601853887	1.7033747143158232e-05	-1.9944224956716565e-05	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G2-1108	0.12096968996943483	0.008743513496500776	0.004975311236067868	-0.00826087648460165	0.002722522510274316	0.0028402444731088806	-0.00047377699815832647	0.0002359880124511287	-0.00014739028469924151	0.0015160053464072162	0.0013358827566392478	-0.00014793391642922818	7.4451613200264e-05	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G2-1109	0.1270040465384718	0.008540513130610852	0.004118754123144043	-0.008716228846381882	0.005538366897123452	0.004527124563051961	-0.0014129163660223602	0.0016085246985310972	0.002762786807194504	-0.0006744974414305161	0.00046949256138782247	-0.0004262810548721345	7.270930070618651e-05	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G2-1110	0.13763136662972147	0.008361187842578876	0.0075354178887839405	-0.01074318536442271	0.0014444784670727445	0.006700511579806071	-1.860922495678121e-05	-0.006453974928978383	0.0007903673482018351	0.0008729376920493631	-0.0009945346239959405	0.00018261264635414725	1.4516772284448032e-05	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G2-1111	0.10998234628489999	0.009859639491792692	0.0023864617606327533	-0.00787293707302836	0.0009552786814844166	-0.002172201857354849	0.004985351736837696	0.0004662242610281379	1.9015821218529702e-05	0.0006301281778017688	-0.0014520274571353825	0.0006051189621457745	-0.0001262100183360451	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G2-1113	0.11310125659857274	0.009770461237155678	0.002698652675894538	-0.007524808313281873	0.0035084468485488203	-0.0021616648770398234	0.00288092108225309	0.0037293610009214743	0.00016574388572808356	0.0004990385758841001	-0.0014815528301616145	-0.00027445860576474473	-0.00010818806014386156	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G2-199	-0.17508195952662503	-0.09498176362877368	-0.10036242876045876	-0.05294462101198469	0.012011494564013599	-0.003341389268433108	-0.004051102030585391	-0.00044215312660687763	-7.4468748772400255e-06	0.00015977940550762618	5.593940377832819e-06	2.007660911460136e-05	7.746223855362813e-07	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G2-313	0.1306196691866135	0.00365557683973762	0.0032844718011129487	-0.012924621792725455	0.0017019125320804707	-0.0035708744982065545	-0.01858533183356335	0.0010751381474815986	-0.000191733298916174	0.00036316469031018854	-0.000160962902302755	0.0001184990881505422	-2.3896493383004878e-05	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G2-314	-0.09298246015672008	-0.03527488834762742	0.012945146390548824	0.03547077411517943	-0.0323263394129963	0.008882978193290775	-0.0017649444493808622	0.001966757848089586	0.00021144354654931746	0.00020184723323118107	-0.00026688997264051503	-7.521656501029183e-05	1.3261613915945328e-05	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G2-315	0.08159704790364479	0.0021221649599979945	-0.0009083572537795559	-0.010043734474317983	-0.006055413889261135	-0.011315198240294871	-0.0060176086709410785	0.0001663552577803021	-5.901948131790981e-05	-0.0008844848640891319	-0.0002140439035494043	-0.00011788375013272844	1.9500052574680333e-05	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G2-316	-0.1254224583541443	-0.019213782018665762	0.028428707685687435	0.03918695001058228	-0.021564329719968568	-0.006263345809772333	-0.007259115009945065	-0.002819046621319961	-0.0001331207888454632	-4.233269550307403e-05	0.00016489439832884187	8.89003622282995e-05	-5.109015201830839e-06	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G2-317	0.07628989907904825	-0.06470879145482947	0.04557528190712597	0.049652566338796715	0.022458175907394663	0.005686171621868032	-0.003441029863349223	0.0003915521942012468	-3.7671964272209544e-05	-1.0107537505604246e-06	4.9327709426256764e-05	-1.6079022511740982e-05	1.3743330455729886e-06	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G2-318	0.05176564229096399	-0.04919654338128928	0.027691104599145866	0.03352950904370008	-0.01846909288955965	-0.009286042103012575	0.007917779573635817	0.0001794367892467807	-1.458117142391421e-05	-3.0392848909639337e-05	6.98315120705292e-05	1.883778206924436e-05	-6.1245127802619066e-06	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G2-319	0.12218787109421099	0.008470474194584772	0.0039501058046644	-0.00829140495343024	0.00298037650282862	0.005004559823473389	0.00040502862035641656	-0.0007078964654367629	-0.001512395440580405	-0.0015351153345022667	0.0013585822714585784	-0.00040800531605657763	-0.00021297335602336225	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G2-320	0.07074825999163623	0.012323119383825517	-0.006678226436117377	-0.006985795992545196	0.001254971950615479	-0.001498254997991917	0.004765688214167376	-0.003074503327453308	-0.00022639983375024624	-0.0023097371565023905	-0.0007818302514925841	-0.0004215838824937944	5.6611859795839665e-05	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
