Eigvals	32
0.1567472180532347	0.09313275761864565	0.04201728451207305	0.01958305792907937	0.008527106554449776	0.004864278901467034	0.0030431728718935316	0.001825385237565997	0.0010075747377016626	0.0007905821157611279	0.0005975042861687523	0.0005112670199273299	0.0003647276214179991	0.0001164234057114185	9.580607756914244e-05	1.6512762336763706e-05	3.7278307927918513e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0

Proportion explained	32
0.47036716570777165	0.2794728466616459	0.12608549786171472	0.05876485444777616	0.02558814753792011	0.014596731658217434	0.009131955362839062	0.005477617345828276	0.003023531004234638	0.0023723793868132463	0.001792991295628558	0.0015342104444967168	0.0010944749110855503	0.00034936344036375604	0.0002874949471095031	4.955150920580757e-05	1.1186477348823823e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0

Species	0	0

Site	32	32
G1-115	-0.07858337699609219	-0.0037934660439659118	0.014943806606319306	0.014771302236856531	0.01047546317723325	0.00770941695884016	-0.011207037822789692	0.004618536775126548	-0.0007457794200287075	0.006402110355923157	0.005394967529363887	0.0010494959464704989	-0.002344350378771787	-0.0009720096545804932	0.003824271140127831	-0.0003780060582881258	-0.00029079353639842553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1-116	0.0017312582023721271	0.03675601988274127	0.02042018516570076	-0.01982057174805356	0.01248293896258746	0.006859802655028052	-0.005847267174567493	0.010728233127405985	-0.010425550327606068	0.008420308640482667	0.0014485026961983643	0.0063398004809152265	0.0018912846420221844	0.00032153043596044347	0.00040151542788682506	0.00015932235288501504	1.0792328918402114e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1-13	-0.031942755715251646	-0.13107567429177078	0.009158054551833538	-0.02211297820427805	-0.036138585271453624	-0.01024313073946404	-0.004270631861374867	0.005384576444136285	-0.0018758316192587234	0.002481620918112657	0.0008488160365963005	-0.00054656961059851	-0.0006393433800978691	-0.0003233332255664416	-0.000532803086702067	1.080854890337629e-05	4.099045175388095e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1-131	0.14675399952240928	-0.01305790707125797	0.053573973869654935	-0.006206152749114606	-0.009413817471667668	-0.009458255271327458	0.002172555505920586	0.001520708821246908	0.006934791084943097	0.007650907474824607	0.0027689969531779213	0.005300344096254239	-0.002556678847498177	0.0007833195523013983	-0.0004832373186962653	-8.23349647827014e-05	0.00015916147610488057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1-132	0.14449020691262457	-0.19474622791920543	0.005196714885683196	0.05067473961285306	0.007581391236945495	-0.002682896813887397	0.004513034351399603	0.0024521651579057914	-0.0007764571569836208	0.00016932756174301746	-0.00114083608711302	0.00044155001252414966	0.0007154638050614788	0.00022213016720827662	0.0004164237003344386	1.4893830503115531e-05	-2.634482265414382e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1-135	0.08252469310969147	0.03870484921510538	-0.07744859631192812	0.04493453531089414	-0.010847033118653692	0.025790826258417953	-0.004630166960676074	-0.008120451113051923	0.004545616318802791	0.0007205882439921706	-0.00014092322482448175	-0.0013992391546189882	7.41188719262513e-05	-0.0002276363926696278	-0.0006101156468008353	-1.9366901403871613e-05	2.4725895366184316e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1-136	0.03609450222429878	0.02122747453831918	0.00010628905673630531	-0.02318303897809867	0.006678261023539884	-0.0029259877158425	0.00029408824954727566	0.004027092385981159	-0.0073595682919694785	-0.016296862663499813	0.007044756977454776	-0.00016873533555363397	-0.004584476736214662	-0.0007786010282943984	0.0011571258005594184	-0.0004895069575723445	-0.00023032623745861816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1-138	0.137224120749126	-0.02701111185113677	0.045673860608014816	-0.018674324658873517	-0.020765189938259675	0.008819977839358723	-0.005340196356638288	-0.00980356570758927	-0.0073484319027527015	-0.005159139905897145	-0.0029336366868253287	-0.003739666015516997	0.00013912675251245973	-0.00096573811269101	0.0003441689588330806	8.122455376677398e-05	-8.513570656907982e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1-14	0.051205344248144755	0.03822860033607372	-0.0004546876741152527	-0.017691693361959603	-0.0019030736557408866	-0.012674286740023369	-0.0025119874871268838	-0.003281676364397176	0.005635628928283706	-0.0012941497472185202	0.0025248936166767195	0.0061379622491577355	0.004645004639692884	0.00010008615334829925	0.0029464759489409784	-0.00030454705868801133	-0.00039499194562426723	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1-15	-0.0021944158532537293	0.0008922071084700003	-0.04658305371239766	-0.020691678871012763	-0.0071796613421209795	0.02388945702599546	0.011010489452315345	-0.0063222830184414954	-0.004773498899633623	0.003723810589771905	0.0027912697139297876	0.010599584581758775	0.0031941809325988545	-0.00028307800934905216	-0.0011780645323774303	-5.7363221014569086e-05	4.018027450672622e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
