	shannon
G1-11	2.177054021546403
G1-12	0.7499050750219595
G1-193	1.7833511248840823
G2-194	1.922497620869759
G3-425	2.1365130548293028
G3-426	2.100694824319645
G3-427	1.7692054008974025
G3-428	1.9304342487370227
G3-429	1.2306074574794685
G3-430	1.7532451606184187
