	G2-1100	G2-1101	G2-1102	G2-1105	G2-1106	G2-1107	G2-1108	G2-1109	G2-1110	G2-1111	G2-1113	G2-199	G2-313	G2-314	G2-315	G2-316	G2-317	G2-318	G2-319	G2-320	G2-321	G2-322	G2-323	G2-324	G2-325	G2-326	G2-327	G2-328	G2-329	G2-330
G2-321	0.337228714524207	0.27796327212020033	0.3803561491374513	0.06163049526989427	0.06065664997217585	0.03547579298831385	0.06010016694490818	0.06816917084028937	0.07749026154702282	0.05008347245409015	0.057317751808569836	0.27726766833611577	0.07971619365609349	0.167779632721202	0.037423483583750694	0.1865609348914858	0.07860322760155815	0.0659432387312187	0.06622148024485253	0.01572064552031163	0.0	0.018781302170283808	0.20854201446855872	0.39621591541457984	0.8350027824151364	0.4152754590984975	0.8262381747356705	0.7402615470228158	0.822064552031163	0.2877017250973845
G2-322	0.3184474123539232	0.26001669449081805	0.3615748469671675	0.07999443516972732	0.0781858653311074	0.05300500834724541	0.07790762381747357	0.08653311074012243	0.09515859766277128	0.06830829159710629	0.07540345019476906	0.2593210907067334	0.09821925431274346	0.14955481357818587	0.05578742348358375	0.16791875347801893	0.08361157484696717	0.06622148024485253	0.08458542014468559	0.03394546466332777	0.018781302170283808	0.0	0.19101279910962715	0.37826933778519756	0.8166388425153033	0.39691151919866446	0.8078742348358375	0.7218976071229828	0.80370061213133	0.27490261547022815
G2-323	0.30161380077907624	0.24248747913188648	0.3448803561491374	0.26933778519755147	0.26836393989983304	0.24332220367278798	0.26822481914301616	0.27657206455203115	0.2860322760155815	0.25834724540901505	0.2654424040066778	0.23887033945464664	0.281858653311074	0.1734835837506956	0.24471341124095716	0.17417918753478018	0.2744852531997774	0.2410962715637173	0.2747634947134112	0.22426265998887035	0.20854201446855872	0.19101279910962715	0.0	0.2410962715637173	0.6656928213689483	0.3764607679465776	0.679465776293823	0.6103227601558152	0.6439899833055092	0.2703116304952699
G2-324	0.14830272676683362	0.33027267668336113	0.2626599888703395	0.4574290484140234	0.45562047857540344	0.43057874234835836	0.4554813578185865	0.46382860322760155	0.4732888146911519	0.4456037840845854	0.4526989426822482	0.3465498052309405	0.4692543127434613	0.3099610461880913	0.43280467445742904	0.29271007234279356	0.4617417918753478	0.42835281023928773	0.46243739565943237	0.41179744017807457	0.39621591541457984	0.37826933778519756	0.2410962715637173	0.0	0.43878686700055647	0.13731218697829717	0.44588202559821927	0.3729827490261547	0.4258486366165832	0.38132999443516974
G2-325	0.5702559821925431	0.7529215358931552	0.6847523650528659	0.8962159154145799	0.8934335002782415	0.8679744017807457	0.8935726210350584	0.9023372287145242	0.9113800779076238	0.8843906510851419	0.890929326655537	0.7691986644407346	0.902615470228158	0.7324707846410684	0.8651919866444073	0.7150806900389538	0.884112409571508	0.8508625486922649	0.9012242626599889	0.8505843071786311	0.8350027824151364	0.8166388425153033	0.6656928213689483	0.43878686700055647	0.0	0.41986644407345575	0.07192543127434613	0.19671675013912077	0.06010016694490818	0.657762938230384
G2-326	0.1668057874234836	0.3493322203672788	0.28116304952698945	0.47676683361157485	0.47481914301613803	0.44977740678909295	0.47426265998887035	0.4828881469115192	0.4919309961046188	0.46480244852532	0.4716193656093489	0.3682526432943795	0.4941569282136895	0.3290205898720089	0.45255982192543126	0.31149137451307735	0.4805230940456316	0.44727323316638845	0.48149693934335003	0.4308569838619922	0.4152754590984975	0.39691151919866446	0.3764607679465776	0.13731218697829717	0.41986644407345575	0.0	0.4113800779076238	0.4394824707846411	0.40692821368948245	0.3853644963828603
G2-327	0.5599610461880913	0.7426265998887034	0.674457429048414	0.887451307735114	0.8846688925987758	0.85920979410128	0.8848080133555927	0.8935726210350584	0.902615470228158	0.8756260434056762	0.8821647189760712	0.7589037284362827	0.8935726210350584	0.7221758486366165	0.8564273789649416	0.7047857540345019	0.8738174735670562	0.840567612687813	0.892459654980523	0.8418196994991652	0.8262381747356705	0.8078742348358375	0.679465776293823	0.44588202559821927	0.07192543127434613	0.4113800779076238	0.0	0.22022815804117973	0.07109070673344463	0.6377295492487479
G2-328	0.4752365052865888	0.657762938230384	0.5895937673900946	0.8014746800222593	0.7986922648859209	0.7732331663884252	0.7988313856427379	0.8075959933222037	0.8166388425153033	0.7896494156928213	0.7961880912632164	0.6740400667779632	0.8078742348358375	0.6373121869782972	0.7704507512520868	0.6199220923761826	0.7889538119087368	0.7557039510294936	0.8064830272676683	0.7558430717863105	0.7402615470228158	0.7218976071229828	0.6103227601558152	0.3729827490261547	0.19671675013912077	0.4394824707846411	0.22022815804117973	0.0	0.22217584863661657	0.5543962159154145
G2-329	0.5527267668336115	0.7352531997774068	0.6670840289371174	0.8832776850306066	0.8804952698942682	0.8550361713967723	0.8806343906510852	0.8893989983305509	0.8984418475236505	0.8714524207011686	0.8779910962715637	0.7515303283249861	0.8896772398441848	0.7148024485253199	0.8522537562604341	0.6974123539232053	0.8663049526989427	0.8331942125765164	0.8882860322760155	0.8376460767946577	0.822064552031163	0.80370061213133	0.6439899833055092	0.4258486366165832	0.06010016694490818	0.40692821368948245	0.07109070673344463	0.22217584863661657	0.0	0.6220089037284363
G2-330	0.2833889816360601	0.22454090150250416	0.2857540345019477	0.34891485809682804	0.3465498052309405	0.3206733444629939	0.3462715637173066	0.3550361713967724	0.364079020589872	0.3370895937673901	0.3436282693377852	0.246661101836394	0.36032276015581527	0.21382860322760155	0.3178909293266555	0.21382860322760155	0.2744852531997774	0.25375626043405675	0.35392320534223703	0.30328324986087923	0.2877017250973845	0.27490261547022815	0.2703116304952699	0.38132999443516974	0.657762938230384	0.3853644963828603	0.6377295492487479	0.5543962159154145	0.6220089037284363	0.0
