Eigvals	106
1.0359143653103766	0.6989818260680078	0.4367061980495132	0.3326007528980629	0.23436747390326124	0.19023520419912726	0.17560758155168982	0.0990591379138375	0.08464079719434633	0.058204109944925725	0.043523385722421926	0.041551566659518674	0.03134149918998766	0.022814770787357525	0.013034325033780991	0.011899411431571694	0.008613950304736245	0.004282998060745863	0.002656150733303664	0.0016598615850737797	0.0011952521426371598	0.0007674250155614848	0.0005397180244376687	0.0002743728366953915	0.00019120508304968435	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0

Proportion explained	106
0.293405024964748	0.19797464635596812	0.12368956086692287	0.09420347422068191	0.06638057819664303	0.0538808676723925	0.04973784375867315	0.028056806436782763	0.023973058049448596	0.016485318577781488	0.012327254551211354	0.011768770529026997	0.008876943558472386	0.006461893585599633	0.0036917496175365026	0.0033703047520728577	0.002439754084739422	0.0012130859412887798	0.0007523092625340667	0.0004701274025297274	0.00033853472496691477	0.00021736000907944365	0.0001528658987044867	7.771141292759297e-05	5.415556926732137e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0

Species	0	0

Site	106	106
G1-11	0.05638610694780139	0.049579464015393274	-0.027431926893033694	0.06910172700516046	-0.07405547280592434	0.022800467223805056	0.02573146322138972	0.00575758827781413	-0.006952806530928209	-0.004687596087579929	-0.004766624172900775	0.0003633213665254497	-0.01615566412323513	0.01680175793325292	-0.001062792478384374	-0.005214703230069618	0.006202163585287994	0.007108237080703466	0.006368640125526579	-0.004031592921702131	-0.0022776049736758365	-0.0005245531743066224	-0.0013076369678900691	0.00020225905612594337	-8.625808859444306e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1-12	0.09879533458623561	0.10343501510523602	0.060202501237301274	0.09123668661346637	0.06409959643576385	-0.09764454320650015	0.07232361538006431	-0.01950091698248307	-0.007055877663024641	0.026056595391876585	-0.011415824536645549	-0.022054664620452975	-0.03914714044285697	0.02663271010929343	-0.008479902868468897	-0.0108087833294631	-0.00718110893990936	-0.009101041428027574	-0.002775028170494187	0.0017702373885676518	0.0005819989465434726	-0.0018022272326500136	0.0014258136683278216	-0.0007478238586527098	0.00017136842986376083	-0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1-13	0.05901193881165088	-0.004524658253680013	-0.07441003090250821	-0.02705006531685036	-0.05432461918570642	0.0095725711503649	0.03357774213815406	-0.009905501166610776	0.025223810546130616	-0.005430443811322349	-0.002886188548184831	-0.008332927858780202	0.00269223522223101	0.015103975047243015	-0.015537366046413063	-0.001726547021766248	0.01841186762364095	-0.006708147207041349	-0.00923941124581465	-0.0008119126271133436	-0.003874525405416775	-0.0004250873587805339	0.0021563288197427137	0.001213063018397565	0.0014032389149406924	0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1-130	0.0603216546367377	-0.010773880266183013	-0.07031542859459158	-0.028199050806133916	-0.05543431115539804	0.012935149387307573	0.034596480052645956	-0.012821539233900728	0.012184384191510968	0.0006429330216956028	0.00738365074637755	-0.0018954515530363938	0.016354515180429092	-0.02540516193078108	-0.007318098562731962	-0.010319976649797275	-0.011781575718981011	0.008161883165691861	-0.0014961948463316527	0.005103624313219216	-0.0017276937172845423	-0.001575711629828979	0.0030251736056508484	-0.002593548034383372	-0.0005262156123277482	0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1-131	0.1218175684475594	-0.22422171716312345	-0.025539496805224094	-0.0016146985684460486	-0.1286336842565797	0.045297665073592425	0.0793040214417348	-0.023044820201352935	0.0017671414893580552	-0.013330698006958313	-0.03199723238650871	-0.026890094241331385	0.03080355219418356	-0.0038354602897613063	-0.006779281411195002	0.0020087004427188897	0.0042603509915507985	-0.0005822270576415503	9.079822587525819e-05	0.0010449319255504083	-0.000404253945686915	-0.0007752253664315179	0.0007588093269301626	-0.0004228326135540854	0.000386301191999903	-0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1-132	0.0596207694418683	-0.005444940947584184	-0.07416292426596571	-0.027798625828057567	-0.05713573850671241	0.011868175904422877	0.0329799178436674	-0.011418443410427647	0.021717352354283126	-0.006782834477507495	-0.004396607768972391	-0.00841750926381735	0.0019508400771672655	0.01827401306128226	-0.0037089792643593676	-0.0038059398884705926	0.0006203520676623403	0.0013656429828366365	0.00252718077163947	-0.001372811147032418	-0.004938412346762883	-0.005354756413443368	-0.0008778012297532156	-0.0017358585364262563	0.0009038238347093937	-0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1-135	0.09693209765125199	-6.990400632142959e-05	-0.07009657970377506	-0.00897108366114967	-0.05310556849869	-0.005375120039727613	0.010864536070007359	-0.0028432786003162384	0.015504927189594179	-0.009861513713530456	-0.002389935658175611	0.004305534496097577	-0.014089056381960435	0.01863343956036134	0.005458057073417416	-0.00742659499013467	-0.006036090624294235	-0.0038444311868210987	0.0114443706473322	-0.010111186237931159	-0.0025299641934347873	0.007366355411052711	0.0006280369741794318	4.270377634740152e-05	-0.0004125358815627228	0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1-136	0.06045051983150631	-0.0044251816368287835	-0.07624691934855	-0.02860889705662997	-0.06065219573045591	0.011847231838006454	0.03405872332665231	-0.012103326616238972	0.022505278424803085	-0.007109163131599493	-0.004506603951207206	-0.008479410452910136	0.0007874018263452464	0.021393890118065917	-0.00494006906785352	-0.005363458393056605	-0.0015707711170151997	0.0037374375459466903	0.005201202279211947	0.011033555192567794	0.018732451094693993	0.004190141998344278	-0.0010535155250815604	0.0010724073327740271	-0.00037596755745602286	-0.0	-0.0	0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1-138	0.06014091033084653	-0.008304205823953045	-0.0727049755526987	-0.029150646001169987	-0.05571680872354277	0.011615197316537436	0.033083566963447594	-0.013108755344822056	0.014540073465611758	-0.000239030207700088	0.0024441415660675495	-0.003253421196184092	0.013828272620846817	-0.007370873924817164	0.0007824499787790261	0.006991941349760667	-0.012817628885159832	-0.010227066703522454	-0.0011189398939125319	-0.0001505453107745225	8.90137630299734e-05	-0.005650227505253569	-0.005878491010685178	0.002283801394012177	-0.0011569991848682621	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	0.0	0.0	0.0	-0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1-139	-0.08928359085613574	0.02656175716993232	0.009973269672625126	0.00956044391907389	0.0028344534276567314	0.011756924041514726	-0.003488104054165163	-0.001370150832058511	0.007829861863982967	-0.0028887776308227763	-0.0011626529925670747	-0.005202678373999619	0.005681564718024295	0.02640536164028514	0.01013034116719394	-0.012217401956009677	0.00658047981819407	-0.0032338928248482383	-0.010581124281372018	0.004137888429016538	-0.004960764357414679	0.0031447796043354913	-0.0014929665494789906	0.0013300770741824922	-0.000344375127460366	0.0	0.0	0.0	0.0	0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	-0.0	-0.0	0.0	-0.0	0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
