	G1-11	G1-12	G1-13	G1-130	G1-131	G1-132	G1-135	G1-136	G1-138	G1-139	G1-14	G1-140	G1-141	G1-142	G1-143	G1-144	G1-15	G1-177	G1-178	G1-180	G1-182	G1-187	G1-188	G1-189	G1-190	G1-192	G1-193	G2-1100	G2-1101	G2-1102	G2-1103	G2-1105	G2-1106	G2-1107	G2-1108	G2-1109	G2-1110	G2-1111	G2-1113	G2-194	G2-198	G2-199	G2-21	G2-210	G2-211	G2-212	G2-213	G2-214	G2-215	G2-216	G2-217	G2-218	G2-219	G2-22	G2-220	G2-221	G2-222	G2-223	G2-224	G2-23	G2-24	G2-26	G2-27	G2-28	G2-29	G2-313	G2-314	G2-315	G2-316	G2-317	G2-318	G2-319	G2-320	G2-321	G2-322	G2-323	G2-324	G2-325	G2-326	G2-327	G2-328	G2-329	G2-330	G2-413	G2-414	G2-415	G2-416	G3-418	G3-419	G3-420	G3-422	G3-423	G3-424	G3-425	G3-426	G3-427	G3-428	G3-429	G3-430
G2-199	0.7675	0.856	0.7735	0.991	0.99	0.9845	0.8945	0.7205	0.951	0.6875	0.822	0.693	0.8315	0.8365	0.836	0.836	0.812	0.812	0.812	0.997	0.995	0.6465	0.691	0.6865	0.6485	0.8355	0.8135	0.209	0.034	0.183	0.2905	0.3325	0.3235	0.2975	0.3285	0.336	0.346	0.3205	0.3285	0.8075	0.998	0.0	0.9795	0.989	0.987	0.9925	0.8305	0.8345	0.836	0.835	0.8335	0.834	0.702	0.997	0.5165	0.5105	0.5265	0.762	0.7245	0.996	0.9975	0.9295	0.9945	0.994	0.975	0.334	0.1725	0.2835	0.1745	0.317	0.276	0.335	0.2755	0.257	0.264	0.2315	0.3365	0.7715	0.359	0.766	0.669	0.749	0.236	0.815	0.712	0.8095	0.8985	0.8	0.8235	0.819	0.8195	0.812	0.8155	0.8125	0.811	0.8085	0.8115	0.812	0.81
G2-21	0.651	0.3245	0.8325	0.8705	0.73	0.872	0.553	0.4155	0.8655	0.8385	0.707	0.8175	0.991	1.0	0.9985	0.9995	0.5205	0.7825	0.6295	0.317	0.3195	0.63	0.879	0.6555	0.779	0.9945	0.411	0.9815	0.98	0.981	0.9465	0.9795	0.9795	0.9815	0.9815	0.9795	0.982	0.981	0.9805	0.6035	0.416	0.9795	0.0	0.418	0.4825	0.437	0.984	0.997	0.9965	0.997	0.995	0.995	0.9555	0.203	0.9515	0.9165	0.9485	0.799	0.965	0.1395	0.445	0.6325	0.4185	0.477	0.469	0.975	0.9815	0.979	0.982	0.9805	0.981	0.981	0.9815	0.981	0.982	0.852	0.88	0.692	0.974	0.756	0.639	0.7205	0.8655	0.917	0.8565	0.541	0.655	0.497	0.854	0.7085	0.7205	0.8255	0.789	0.77	0.728	0.7495	0.792	0.8795	0.781
G2-210	0.569	0.417	0.8935	0.843	0.657	0.869	0.787	0.4235	0.8345	0.834	0.702	0.818	0.954	0.9435	0.942	0.943	0.7395	0.7745	0.6145	0.422	0.426	0.611	0.8835	0.654	0.7695	0.941	0.2485	0.991	0.99	0.9905	0.9645	0.9915	0.991	0.9925	0.9925	0.99	0.9935	0.9925	0.992	0.473	0.035	0.989	0.418	0.0	0.1175	0.052	0.9625	0.9405	0.953	0.956	0.9665	0.9805	0.974	0.499	0.9665	0.9275	0.96	0.8125	0.9765	0.4355	0.741	0.94	0.1315	0.092	0.073	0.9835	0.991	0.9885	0.9915	0.99	0.9905	0.9925	0.993	0.9925	0.9935	0.834	0.8765	0.8475	0.9905	0.861	0.8815	0.794	0.9885	0.809	0.7485	0.809	0.9415	0.61	0.7995	0.6375	0.6625	0.783	0.8	0.643	0.569	0.6355	0.633	0.821	0.6285
G2-211	0.56	0.4695	0.888	0.8435	0.6015	0.871	0.7255	0.418	0.773	0.832	0.6405	0.816	0.9465	0.923	0.8755	0.8765	0.729	0.7535	0.606	0.4835	0.4815	0.609	0.881	0.649	0.7645	0.87	0.298	0.989	0.9875	0.989	0.9355	0.987	0.986	0.989	0.989	0.9885	0.9895	0.9885	0.988	0.465	0.117	0.987	0.4825	0.1175	0.0	0.082	0.9555	0.8845	0.9395	0.9455	0.9575	0.9715	0.961	0.5025	0.958	0.9215	0.9555	0.806	0.9725	0.4905	0.744	0.9435	0.1615	0.0515	0.057	0.981	0.989	0.9865	0.9895	0.9885	0.989	0.9885	0.989	0.989	0.9895	0.832	0.8745	0.8485	0.9895	0.862	0.8825	0.795	0.9895	0.745	0.693	0.804	0.937	0.6045	0.732	0.614	0.6505	0.715	0.741	0.621	0.5615	0.625	0.623	0.81	0.623
G2-212	0.5615	0.432	0.8885	0.8405	0.65	0.864	0.779	0.4185	0.826	0.8365	0.696	0.8215	0.9545	0.94	0.938	0.9395	0.731	0.757	0.6095	0.435	0.4385	0.6145	0.8865	0.6545	0.768	0.9325	0.257	0.9945	0.993	0.994	0.949	0.9975	0.9965	0.999	0.999	0.9965	1.0	0.999	0.9985	0.4675	0.049	0.9925	0.437	0.052	0.082	0.0	0.964	0.9385	0.95	0.956	0.968	0.9805	0.9715	0.5005	0.9635	0.927	0.961	0.8165	0.983	0.4455	0.742	0.947	0.1335	0.082	0.092	0.9865	0.9945	0.992	0.995	0.9935	0.994	0.999	0.9995	0.999	1.0	0.8405	0.883	0.852	0.998	0.8655	0.886	0.7985	0.993	0.803	0.7445	0.8045	0.9375	0.608	0.787	0.6315	0.6555	0.77	0.797	0.6215	0.563	0.6275	0.625	0.8105	0.625
G2-213	0.5755	0.85	0.568	0.9795	0.963	0.982	0.895	0.804	0.9265	0.3795	0.7245	0.3805	0.091	0.1875	0.366	0.347	0.6375	0.3895	0.5485	0.9855	0.9875	0.801	0.3605	0.517	0.4755	0.3845	0.7715	0.639	0.8235	0.7305	0.763	0.944	0.934	0.911	0.942	0.9485	0.959	0.933	0.9415	0.5255	0.9705	0.8305	0.984	0.9625	0.9555	0.964	0.0	0.132	0.024	0.0345	0.011	0.027	0.153	0.991	0.376	0.448	0.553	0.2885	0.1315	0.99	0.9905	0.982	0.9645	0.9615	0.9595	0.9505	0.8025	0.904	0.759	0.951	0.9105	0.9475	0.8885	0.8695	0.877	0.8365	0.6045	0.4365	0.491	0.392	0.579	0.46	0.852	0.7745	0.427	0.727	0.908	0.5765	0.685	0.361	0.323	0.5115	0.64	0.4225	0.477	0.375	0.395	0.179	0.3695
G2-214	0.569	0.8565	0.576	0.9875	0.892	0.99	0.824	0.7965	0.8555	0.3865	0.6535	0.3875	0.0675	0.0925	0.287	0.2155	0.6085	0.4005	0.5595	0.9965	0.9965	0.8055	0.3675	0.526	0.4855	0.3095	0.7795	0.6415	0.826	0.733	0.776	0.947	0.937	0.9135	0.9445	0.9525	0.961	0.935	0.9445	0.5355	0.9535	0.8345	0.997	0.9405	0.8845	0.9385	0.132	0.0	0.1195	0.1	0.1225	0.117	0.257	0.999	0.386	0.458	0.562	0.298	0.2575	0.998	0.9985	0.992	0.9545	0.8935	0.8895	0.958	0.805	0.908	0.761	0.9535	0.913	0.9495	0.8905	0.872	0.879	0.8475	0.6135	0.4465	0.496	0.402	0.589	0.47	0.857	0.7005	0.3565	0.735	0.916	0.5525	0.615	0.319	0.2935	0.4435	0.57	0.418	0.4765	0.355	0.3665	0.221	0.355
G2-215	0.5675	0.855	0.576	0.9875	0.95	0.99	0.882	0.7965	0.9135	0.388	0.7115	0.389	0.0935	0.1735	0.345	0.3335	0.6245	0.3975	0.5575	0.994	0.9935	0.807	0.3685	0.5245	0.485	0.3645	0.777	0.643	0.827	0.7345	0.7745	0.948	0.9375	0.915	0.946	0.954	0.9625	0.9365	0.946	0.534	0.9545	0.836	0.9965	0.953	0.9395	0.95	0.024	0.1195	0.0	0.0265	0.02	0.0375	0.1625	0.9995	0.385	0.4565	0.561	0.2975	0.1425	0.999	0.9985	0.9935	0.956	0.951	0.947	0.959	0.8065	0.9095	0.7625	0.955	0.9145	0.951	0.892	0.8735	0.8805	0.848	0.615	0.448	0.4975	0.4035	0.5905	0.4715	0.8585	0.759	0.416	0.7355	0.917	0.5635	0.671	0.3475	0.3075	0.4995	0.6295	0.4155	0.4765	0.359	0.3795	0.1745	0.3565
G2-216	0.567	0.856	0.5745	0.986	0.954	0.9885	0.886	0.795	0.9175	0.387	0.7155	0.388	0.0685	0.155	0.3505	0.315	0.63	0.3995	0.559	0.9955	0.9955	0.806	0.3675	0.5255	0.4855	0.372	0.777	0.642	0.826	0.7335	0.7755	0.947	0.9365	0.914	0.945	0.953	0.9615	0.9355	0.945	0.5335	0.9585	0.835	0.997	0.956	0.9455	0.956	0.0345	0.1	0.0265	0.0	0.025	0.0295	0.163	0.999	0.3855	0.4575	0.5615	0.298	0.1605	0.998	0.9985	0.9925	0.956	0.9555	0.9515	0.9575	0.8055	0.9085	0.7615	0.954	0.9135	0.95	0.891	0.8725	0.8795	0.846	0.6125	0.4455	0.4965	0.401	0.588	0.469	0.8575	0.7625	0.419	0.7335	0.916	0.5675	0.678	0.3515	0.313	0.5065	0.634	0.4155	0.475	0.3645	0.3835	0.1745	0.3605
G2-217	0.577	0.8555	0.576	0.9875	0.966	0.99	0.898	0.807	0.9295	0.3855	0.7275	0.3865	0.087	0.178	0.361	0.338	0.6405	0.3995	0.5585	0.9955	0.9955	0.8045	0.3665	0.524	0.4835	0.3825	0.7785	0.6405	0.8245	0.732	0.774	0.9455	0.935	0.9125	0.9435	0.9515	0.96	0.934	0.9435	0.5335	0.9705	0.8335	0.995	0.9665	0.9575	0.968	0.011	0.1225	0.02	0.025	0.0	0.026	0.161	0.999	0.384	0.456	0.56	0.296	0.137	0.998	0.9985	0.991	0.9675	0.9655	0.9615	0.9565	0.804	0.907	0.76	0.9525	0.912	0.9485	0.8895	0.871	0.878	0.8455	0.6125	0.4455	0.495	0.401	0.588	0.469	0.856	0.7745	0.43	0.735	0.916	0.5795	0.688	0.3635	0.3235	0.5165	0.643	0.427	0.478	0.376	0.3955	0.184	0.3725
G2-218	0.59	0.8545	0.573	0.984	0.9775	0.9865	0.9095	0.8185	0.941	0.386	0.739	0.387	0.08	0.171	0.376	0.3305	0.652	0.4025	0.56	0.993	0.9935	0.8175	0.367	0.5255	0.4885	0.3975	0.7775	0.6425	0.8275	0.734	0.774	0.948	0.9385	0.9145	0.9455	0.952	0.9625	0.9365	0.945	0.545	0.9835	0.834	0.995	0.9805	0.9715	0.9805	0.027	0.117	0.0375	0.0295	0.026	0.0	0.1625	0.996	0.3855	0.4575	0.5615	0.2975	0.144	0.9955	0.995	0.99	0.9805	0.981	0.978	0.9575	0.806	0.9075	0.7625	0.9545	0.914	0.951	0.892	0.873	0.8805	0.8455	0.6115	0.4445	0.496	0.4	0.587	0.468	0.857	0.788	0.4435	0.7365	0.9135	0.591	0.701	0.375	0.3365	0.529	0.657	0.4395	0.49	0.39	0.408	0.1965	0.384
G2-219	0.5435	0.84	0.5285	0.9775	0.9775	0.9765	0.883	0.774	0.941	0.2905	0.729	0.275	0.216	0.3125	0.4705	0.472	0.652	0.3935	0.557	0.9765	0.9735	0.6785	0.2555	0.4275	0.393	0.4865	0.768	0.5105	0.695	0.6025	0.619	0.86	0.85	0.827	0.858	0.866	0.875	0.849	0.8575	0.5265	0.982	0.702	0.9555	0.974	0.961	0.9715	0.153	0.257	0.1625	0.163	0.161	0.1625	0.0	0.9815	0.2305	0.3575	0.4085	0.202	0.0405	0.9805	0.981	0.914	0.979	0.9735	0.956	0.8665	0.6935	0.8195	0.6515	0.8675	0.827	0.8635	0.8045	0.786	0.793	0.743	0.51	0.3845	0.41	0.333	0.4855	0.3885	0.771	0.781	0.397	0.734	0.904	0.566	0.6965	0.375	0.335	0.5225	0.6545	0.4305	0.4885	0.383	0.4065	0.191	0.382
G2-22	0.6535	0.5025	0.8325	0.8705	0.73	0.8725	0.35	0.4185	0.8655	0.8565	0.707	0.835	0.993	1.0	0.9995	0.9995	0.5205	0.791	0.6335	0.4975	0.5015	0.648	0.8965	0.676	0.8005	0.9985	0.5025	0.999	0.999	0.9985	0.9725	0.9985	0.999	0.999	0.999	0.997	0.9995	0.999	0.998	0.621	0.503	0.997	0.203	0.499	0.5025	0.5005	0.991	0.999	0.9995	0.999	0.999	0.996	0.9815	0.0	0.976	0.938	0.969	0.82	0.9835	0.064	0.2435	0.4475	0.4205	0.501	0.502	0.994	0.999	0.997	0.9995	0.9985	0.9985	0.999	0.999	0.9985	0.9995	0.8715	0.8975	0.7095	0.9915	0.7735	0.6565	0.738	0.883	0.917	0.8585	0.3405	0.453	0.497	0.859	0.7095	0.722	0.833	0.791	0.7785	0.729	0.7525	0.793	0.886	0.781
G2-220	0.516	0.832	0.507	0.9695	0.9685	0.9625	0.873	0.6985	0.9295	0.2435	0.721	0.2475	0.3805	0.389	0.47	0.4715	0.637	0.381	0.542	0.97	0.967	0.6335	0.234	0.3905	0.356	0.4855	0.7525	0.4725	0.534	0.4785	0.5285	0.835	0.825	0.8015	0.8325	0.84	0.85	0.824	0.8325	0.511	0.9765	0.5165	0.9515	0.9665	0.958	0.9635	0.376	0.386	0.385	0.3855	0.384	0.3855	0.2305	0.976	0.0	0.316	0.2025	0.2885	0.2635	0.975	0.9755	0.9085	0.972	0.968	0.9505	0.833	0.659	0.787	0.617	0.833	0.7925	0.8385	0.7795	0.761	0.768	0.7125	0.4795	0.3695	0.385	0.318	0.4455	0.3735	0.7365	0.766	0.3285	0.719	0.889	0.5515	0.6815	0.36	0.355	0.508	0.6395	0.418	0.4735	0.368	0.3915	0.35	0.367
G2-221	0.4865	0.793	0.47	0.9305	0.9295	0.9235	0.834	0.7205	0.8905	0.28	0.682	0.264	0.4525	0.461	0.4595	0.4605	0.563	0.376	0.439	0.932	0.9305	0.536	0.254	0.322	0.2395	0.455	0.7035	0.304	0.4785	0.3595	0.3745	0.6945	0.6845	0.661	0.692	0.6995	0.7095	0.6835	0.692	0.4685	0.9375	0.5105	0.9165	0.9275	0.9215	0.927	0.448	0.458	0.4565	0.4575	0.456	0.4575	0.3575	0.938	0.316	0.0	0.3655	0.3745	0.391	0.937	0.9375	0.8815	0.933	0.9295	0.9115	0.692	0.4645	0.6465	0.4285	0.6285	0.588	0.698	0.639	0.6205	0.6275	0.534	0.301	0.3935	0.2645	0.388	0.3645	0.371	0.537	0.7225	0.351	0.667	0.803	0.5125	0.6425	0.4385	0.4385	0.452	0.594	0.4285	0.4305	0.4145	0.399	0.423	0.424
G2-222	0.5095	0.8255	0.5	0.963	0.962	0.956	0.8665	0.692	0.923	0.3825	0.7145	0.3885	0.5565	0.565	0.5635	0.5645	0.6165	0.5075	0.5225	0.9655	0.9635	0.6295	0.4095	0.416	0.4145	0.5605	0.737	0.481	0.5425	0.487	0.541	0.8575	0.848	0.824	0.855	0.8625	0.8725	0.8465	0.855	0.5045	0.97	0.5265	0.9485	0.96	0.9555	0.961	0.553	0.562	0.561	0.5615	0.56	0.5615	0.4085	0.969	0.2025	0.3655	0.0	0.456	0.4385	0.968	0.9685	0.9015	0.9655	0.963	0.944	0.856	0.6675	0.8095	0.6255	0.8415	0.801	0.861	0.802	0.7835	0.7905	0.728	0.495	0.472	0.475	0.4665	0.4525	0.4495	0.745	0.755	0.4105	0.6995	0.8685	0.545	0.676	0.5185	0.5185	0.508	0.6265	0.5095	0.5105	0.5045	0.5095	0.508	0.509
G2-223	0.4025	0.6785	0.4855	0.894	0.816	0.9125	0.7555	0.633	0.8855	0.176	0.5675	0.1395	0.2925	0.3125	0.4705	0.472	0.4905	0.2385	0.396	0.816	0.815	0.5375	0.1995	0.266	0.2435	0.487	0.608	0.5705	0.755	0.6625	0.6805	0.8995	0.8895	0.8665	0.8975	0.9055	0.9145	0.8885	0.897	0.3665	0.8205	0.762	0.799	0.8125	0.806	0.8165	0.2885	0.298	0.2975	0.298	0.296	0.2975	0.202	0.82	0.2885	0.3745	0.456	0.0	0.215	0.819	0.8195	0.8955	0.8175	0.813	0.7945	0.906	0.734	0.859	0.691	0.907	0.8665	0.903	0.844	0.8255	0.8325	0.677	0.467	0.322	0.4495	0.2855	0.4765	0.304	0.8105	0.716	0.302	0.5935	0.8775	0.4055	0.576	0.2135	0.1735	0.39	0.5365	0.275	0.327	0.2215	0.245	0.1885	0.2205
G2-224	0.5705	0.844	0.554	0.98	0.98	0.979	0.8905	0.7995	0.9435	0.3215	0.7315	0.306	0.2165	0.313	0.471	0.4725	0.6545	0.405	0.5625	0.983	0.981	0.709	0.263	0.437	0.4035	0.49	0.7745	0.533	0.718	0.625	0.6525	0.86	0.851	0.8265	0.8575	0.8655	0.8745	0.8485	0.857	0.533	0.9845	0.7245	0.965	0.9765	0.9725	0.983	0.1315	0.2575	0.1425	0.1605	0.137	0.144	0.0405	0.9835	0.2635	0.391	0.4385	0.215	0.0	0.9825	0.983	0.916	0.9815	0.9795	0.9605	0.867	0.6965	0.819	0.653	0.867	0.8265	0.863	0.804	0.7855	0.7925	0.7455	0.5115	0.3865	0.4095	0.335	0.487	0.3905	0.7705	0.7835	0.4225	0.7365	0.9065	0.572	0.703	0.3775	0.338	0.5315	0.657	0.442	0.491	0.3875	0.409	0.199	0.3845
G2-23	0.653	0.439	0.832	0.87	0.7295	0.872	0.4135	0.4155	0.865	0.8555	0.7065	0.834	0.992	0.9995	0.999	0.999	0.52	0.7905	0.633	0.4345	0.438	0.647	0.8955	0.675	0.7995	0.998	0.439	0.998	0.998	0.9975	0.9715	0.9975	0.998	0.998	0.998	0.996	0.9985	0.998	0.997	0.62	0.44	0.996	0.1395	0.4355	0.4905	0.4455	0.99	0.998	0.999	0.998	0.998	0.9955	0.9805	0.064	0.975	0.937	0.968	0.819	0.9825	0.0	0.307	0.51	0.42	0.484	0.4885	0.993	0.998	0.996	0.9985	0.9975	0.9975	0.998	0.998	0.9975	0.9985	0.8705	0.8965	0.7085	0.9905	0.7725	0.6555	0.737	0.882	0.9165	0.8575	0.4025	0.516	0.4965	0.8585	0.709	0.7215	0.8325	0.79	0.778	0.7285	0.752	0.7925	0.8855	0.7805
G2-24	0.743	0.744	0.8325	0.8705	0.73	0.872	0.2845	0.6605	0.8655	0.8565	0.707	0.8355	0.9935	1.0	0.9985	0.9995	0.5205	0.79	0.7385	0.739	0.743	0.7445	0.897	0.744	0.8	0.9975	0.744	0.9995	0.9985	0.999	0.972	0.998	0.9985	0.9995	0.9995	0.9975	1.0	0.999	0.9985	0.744	0.7455	0.9975	0.445	0.741	0.744	0.742	0.9905	0.9985	0.9985	0.9985	0.9985	0.995	0.981	0.2435	0.9755	0.9375	0.9685	0.8195	0.983	0.307	0.0	0.2055	0.632	0.743	0.744	0.9935	0.9995	0.997	1.0	0.9985	0.999	0.999	0.9995	0.999	1.0	0.871	0.898	0.71	0.992	0.774	0.657	0.7385	0.8835	0.9175	0.8585	0.311	0.285	0.559	0.858	0.7415	0.7435	0.832	0.7915	0.7775	0.743	0.7515	0.792	0.885	0.781
G2-26	0.942	0.943	0.857	0.9165	0.907	0.9005	0.3755	0.859	0.882	0.898	0.8465	0.8845	0.9845	0.994	0.993	0.9935	0.6625	0.934	0.938	0.944	0.9465	0.8815	0.8815	0.8815	0.8815	0.9925	0.943	0.9315	0.9315	0.931	0.905	0.931	0.9315	0.9315	0.9315	0.9295	0.932	0.9315	0.9305	0.93	0.95	0.9295	0.6325	0.94	0.9435	0.947	0.982	0.992	0.9935	0.9925	0.991	0.99	0.914	0.4475	0.9085	0.8815	0.9015	0.8955	0.916	0.51	0.2055	0.0	0.836	0.945	0.927	0.9265	0.9315	0.9295	0.932	0.931	0.931	0.9315	0.9315	0.931	0.932	0.877	0.88	0.688	0.924	0.735	0.605	0.74	0.8155	0.9435	0.9335	0.413	0.278	0.7565	0.9405	0.941	0.943	0.9305	0.8685	0.9405	0.942	0.943	0.9425	0.938	0.9395
G2-27	0.5695	0.522	0.8105	0.818	0.6365	0.827	0.6925	0.376	0.7905	0.8395	0.6225	0.8235	0.955	0.9575	0.956	0.957	0.645	0.7685	0.6125	0.5245	0.5305	0.6165	0.889	0.6595	0.775	0.955	0.3535	0.9965	0.9955	0.996	0.969	0.9965	0.996	0.9975	0.9975	0.995	0.9985	0.9975	0.997	0.4785	0.122	0.9945	0.4185	0.1315	0.1615	0.1335	0.9645	0.9545	0.956	0.956	0.9675	0.9805	0.979	0.4205	0.972	0.933	0.9655	0.8175	0.9815	0.42	0.632	0.836	0.0	0.1485	0.135	0.989	0.9965	0.994	0.997	0.9955	0.996	0.9975	0.998	0.9975	0.9985	0.8375	0.8815	0.744	0.9905	0.7575	0.778	0.6905	0.885	0.8235	0.759	0.7005	0.833	0.5155	0.814	0.652	0.677	0.788	0.746	0.6435	0.5695	0.645	0.6475	0.8195	0.633
G2-28	0.5695	0.475	0.8975	0.847	0.579	0.873	0.709	0.4275	0.7565	0.839	0.624	0.823	0.954	0.9335	0.86	0.861	0.7385	0.775	0.6155	0.4785	0.4805	0.616	0.8885	0.657	0.7715	0.856	0.3045	0.996	0.9945	0.9955	0.968	0.994	0.993	0.996	0.996	0.9945	0.9965	0.9955	0.995	0.4745	0.1015	0.994	0.477	0.092	0.0515	0.082	0.9615	0.8935	0.951	0.9555	0.9655	0.981	0.9735	0.501	0.968	0.9295	0.963	0.813	0.9795	0.484	0.743	0.945	0.1485	0.0	0.0405	0.988	0.996	0.9935	0.9965	0.995	0.9955	0.9955	0.996	0.9955	0.9965	0.838	0.8805	0.8545	0.9955	0.868	0.8885	0.801	0.9955	0.729	0.7005	0.813	0.9455	0.614	0.716	0.6235	0.6605	0.7015	0.722	0.643	0.571	0.6355	0.633	0.8215	0.6325
G2-29	0.5665	0.475	0.8945	0.844	0.6045	0.871	0.7345	0.4245	0.782	0.82	0.6495	0.804	0.9505	0.9295	0.8845	0.8855	0.7355	0.7735	0.6135	0.485	0.485	0.597	0.8695	0.638	0.7535	0.882	0.306	0.977	0.9755	0.977	0.9515	0.975	0.974	0.977	0.977	0.9765	0.9775	0.9765	0.976	0.4625	0.0955	0.975	0.469	0.073	0.057	0.092	0.9595	0.8895	0.947	0.9515	0.9615	0.978	0.956	0.502	0.9505	0.9115	0.944	0.7945	0.9605	0.4885	0.744	0.927	0.135	0.0405	0.0	0.969	0.977	0.9745	0.9775	0.9765	0.977	0.9765	0.977	0.977	0.9775	0.82	0.8625	0.8365	0.9775	0.85	0.8705	0.783	0.9775	0.7535	0.6975	0.81	0.9425	0.611	0.743	0.6205	0.657	0.7285	0.7475	0.6415	0.568	0.6315	0.6295	0.82	0.6295
G2-313	0.9445	0.951	0.9465	0.9865	0.9855	0.9805	0.95	0.949	0.9495	0.901	0.9525	0.8875	0.953	0.961	0.9595	0.9605	0.947	0.9455	0.9455	0.9915	0.9905	0.838	0.833	0.8195	0.782	0.9585	0.945	0.3955	0.342	0.4555	0.5225	0.015	0.022	0.047	0.0165	0.0155	0.018	0.0245	0.016	0.932	0.9935	0.334	0.975	0.9835	0.981	0.9865	0.9505	0.958	0.959	0.9575	0.9565	0.9575	0.8665	0.994	0.833	0.692	0.856	0.906	0.867	0.993	0.9935	0.9265	0.989	0.988	0.969	0.0	0.235	0.0515	0.2715	0.0845	0.116	0.0165	0.0695	0.0885	0.0815	0.2665	0.4585	0.902	0.4845	0.895	0.8005	0.8825	0.353	0.946	0.9435	0.9445	0.9455	0.946	0.9455	0.9455	0.9455	0.9455	0.9445	0.945	0.945	0.9445	0.945	0.945	0.946
G2-314	0.7725	0.858	0.771	0.9925	0.9915	0.9865	0.898	0.807	0.9525	0.6725	0.7935	0.6585	0.8035	0.8065	0.8065	0.806	0.7615	0.7425	0.7425	0.999	0.997	0.638	0.6215	0.6585	0.6025	0.806	0.7855	0.1865	0.148	0.221	0.294	0.232	0.223	0.1965	0.2275	0.2355	0.245	0.22	0.2285	0.7795	0.9995	0.1725	0.9815	0.991	0.989	0.9945	0.8025	0.805	0.8065	0.8055	0.804	0.806	0.6935	0.999	0.659	0.4645	0.6675	0.734	0.6965	0.998	0.9995	0.9315	0.9965	0.996	0.977	0.235	0.0	0.1845	0.044	0.175	0.134	0.2345	0.175	0.1565	0.163	0.162	0.308	0.743	0.329	0.7375	0.641	0.7205	0.1945	0.7865	0.7265	0.781	0.859	0.772	0.7955	0.791	0.7915	0.7765	0.7875	0.7845	0.783	0.769	0.7515	0.7785	0.7755
G2-315	0.8995	0.9045	0.9005	0.991	0.99	0.986	0.9205	0.902	0.951	0.8545	0.9055	0.841	0.9055	0.9105	0.9095	0.91	0.9005	0.9	0.9	0.9965	0.9945	0.7915	0.7865	0.774	0.7365	0.909	0.9	0.345	0.2925	0.405	0.476	0.049	0.04	0.0145	0.0455	0.053	0.063	0.037	0.0455	0.887	0.998	0.2835	0.979	0.9885	0.9865	0.992	0.904	0.908	0.9095	0.9085	0.907	0.9075	0.8195	0.997	0.787	0.6465	0.8095	0.859	0.819	0.996	0.997	0.9295	0.994	0.9935	0.9745	0.0515	0.1845	0.0	0.221	0.0795	0.07	0.0515	0.018	0.037	0.03	0.2195	0.4105	0.855	0.433	0.848	0.7535	0.8355	0.3025	0.9	0.8975	0.899	0.9125	0.9	0.9	0.9	0.9	0.9	0.898	0.9	0.8995	0.8995	0.8995	0.9	0.9
G2-316	0.7305	0.8585	0.729	0.993	0.992	0.987	0.9	0.809	0.953	0.6365	0.75	0.6225	0.76	0.7625	0.7625	0.7625	0.718	0.705	0.705	0.9995	0.9975	0.646	0.584	0.615	0.559	0.7625	0.771	0.1445	0.1495	0.1845	0.2745	0.2685	0.259	0.233	0.264	0.272	0.281	0.256	0.265	0.736	1.0	0.1745	0.982	0.9915	0.9895	0.995	0.759	0.761	0.7625	0.7615	0.76	0.7625	0.6515	0.9995	0.617	0.4285	0.6255	0.691	0.653	0.9985	1.0	0.932	0.997	0.9965	0.9775	0.2715	0.044	0.221	0.0	0.217	0.176	0.2705	0.211	0.1925	0.199	0.169	0.2645	0.6995	0.285	0.694	0.5975	0.677	0.2005	0.785	0.6845	0.7375	0.8655	0.73	0.752	0.7475	0.748	0.733	0.744	0.741	0.7395	0.7255	0.708	0.735	0.732
G2-317	0.946	0.9525	0.9455	0.9925	0.9915	0.987	0.9505	0.9495	0.9525	0.8235	0.953	0.8165	0.9525	0.956	0.955	0.956	0.9105	0.868	0.868	0.998	0.996	0.7605	0.7555	0.8075	0.7515	0.9545	0.9345	0.3615	0.299	0.3715	0.4445	0.087	0.087	0.0875	0.0875	0.086	0.0945	0.087	0.0875	0.9285	1.0	0.317	0.9805	0.99	0.9885	0.9935	0.951	0.9535	0.955	0.954	0.9525	0.9545	0.8675	0.9985	0.833	0.6285	0.8415	0.907	0.867	0.9975	0.9985	0.931	0.9955	0.995	0.9765	0.0845	0.175	0.0795	0.217	0.0	0.041	0.087	0.0875	0.087	0.088	0.2665	0.4575	0.8925	0.478	0.887	0.79	0.87	0.2865	0.9415	0.9	0.9315	0.867	0.946	0.944	0.9395	0.94	0.925	0.9365	0.933	0.9325	0.9215	0.9005	0.927	0.9265
