	shannon
G1-141	1.0942619460625604
G1-142	1.348511843834922
G1-143	1.3933645818652245
G1-144	1.6811387625851262
G1-192	1.4436582534891993
G2-213	0.8607995878570853
G2-214	1.208851320113431
G2-215	0.8133687142691688
G2-216	0.9437417691937369
G2-217	0.808650274536527
G2-218	0.7489367076075898
