	G1-115	G1-116	G1-13	G1-131	G1-132	G1-135	G1-136	G1-138	G1-14	G1-15	G1-161	G1-162	G1-177	G1-178	G2-410	G2-411	G2-412	G2-413	G2-414	G2-415	G2-416	G3-417	G3-418	G3-419	G3-420	G3-421	G3-422	G3-423	G3-424	G3-47	G3-48	G3-49
G2-416	0.9482428115015974	0.952076677316294	0.7833865814696486	0.9022364217252397	0.8945686900958466	0.29456869009584663	0.7789137380191693	0.8453674121405751	0.7763578274760383	0.5303514376996805	0.9476038338658147	0.954632587859425	0.7009584664536741	0.6881789137380192	0.9354632587859425	0.923961661341853	0.9194888178913738	0.8613418530351438	0.8134185303514377	0.30862619808306707	0.0	0.6696485623003194	0.6664536741214058	0.8632587859424921	0.85814696485623	0.8178913738019169	0.860702875399361	0.8466453674121406	0.7840255591054313	0.9041533546325878	0.9092651757188498	0.9175718849840255
G3-417	0.802555910543131	0.8038338658146965	0.38338658146964855	0.7654952076677316	0.873482428115016	0.5303514376996805	0.5424920127795527	0.7827476038338658	0.46645367412140576	0.28306709265175717	0.802555910543131	0.8070287539936102	0.22555910543130991	0.4057507987220447	0.8108626198083068	0.8083067092651757	0.8031948881789137	0.6645367412140575	0.2939297124600639	0.36996805111821085	0.6696485623003194	0.0	0.18338658146964856	0.5156549520766773	0.22236421725239616	0.36996805111821085	0.22492012779552717	0.3680511182108626	0.42428115015974444	0.7993610223642172	0.810223642172524	0.8274760383386581
G3-418	0.6498402555910543	0.6523961661341853	0.38849840255591056	0.6690095846645367	0.8638977635782747	0.49584664536741213	0.3853035143769968	0.7533546325878594	0.36996805111821085	0.22108626198083067	0.6517571884984026	0.6549520766773163	0.3603833865814696	0.27284345047923325	0.7616613418530351	0.6517571884984026	0.6702875399361022	0.6306709265175718	0.3194888178913738	0.36421725239616615	0.6664536741214058	0.18338658146964856	0.0	0.4971246006389776	0.2498402555910543	0.26773162939297124	0.2690095846645367	0.3610223642172524	0.3993610223642173	0.6434504792332268	0.6932907348242812	0.8287539936102236
G3-419	0.7680511182108626	0.7552715654952077	0.5955271565495208	0.470926517571885	0.9041533546325878	0.6159744408945687	0.6421725239616614	0.412779552715655	0.2715654952076677	0.47987220447284346	0.7329073482428115	0.7571884984025559	0.5175718849840255	0.5207667731629393	0.5872204472843451	0.6549520766773163	0.6261980830670927	0.16293929712460065	0.4230031948881789	0.5667731629392971	0.8632587859424921	0.5156549520766773	0.4971246006389776	0.0	0.476038338658147	0.34313099041533546	0.4728434504792332	0.38338658146964855	0.14568690095846645	0.7552715654952077	0.6792332268370607	0.8319488817891374
G3-420	0.6543130990415336	0.6575079872204472	0.4638977635782748	0.6932907348242812	0.8952076677316294	0.7182108626198083	0.5015974440894568	0.8095846645367412	0.46006389776357826	0.40638977635782747	0.6536741214057508	0.6587859424920128	0.1769968051118211	0.2805111821086262	0.7424920127795527	0.645367412140575	0.6504792332268371	0.6159744408945687	0.2364217252396166	0.5559105431309904	0.85814696485623	0.22236421725239616	0.2498402555910543	0.476038338658147	0.0	0.23258785942492013	0.025559105431309903	0.329073482428115	0.44920127795527154	0.6440894568690095	0.6741214057507987	0.8376996805111822
G3-421	0.6511182108626198	0.6376996805111821	0.4645367412140575	0.5680511182108626	0.8964856230031949	0.6083067092651757	0.5175718849840255	0.6843450479233227	0.3348242811501597	0.3623003194888179	0.6146964856230032	0.6402555910543131	0.2952076677316294	0.2549520766773163	0.6115015974440895	0.5194888178913738	0.5150159744408945	0.5003194888178913	0.23067092651757187	0.5437699680511182	0.8178913738019169	0.36996805111821085	0.26773162939297124	0.34313099041533546	0.23258785942492013	0.0	0.2268370607028754	0.2230031948881789	0.3111821086261981	0.6012779552715655	0.5405750798722044	0.8178913738019169
G3-422	0.6613418530351438	0.6638977635782748	0.46645367412140576	0.6984025559105431	0.9060702875399361	0.7143769968051118	0.5239616613418531	0.8146964856230032	0.46517571884984027	0.405111821086262	0.6613418530351438	0.665814696485623	0.17763578274760383	0.2913738019169329	0.7354632587859425	0.6498402555910543	0.6434504792332268	0.6210862619808307	0.2402555910543131	0.5648562300319488	0.860702875399361	0.22492012779552717	0.2690095846645367	0.4728434504792332	0.025559105431309903	0.2268370607028754	0.0	0.32523961661341855	0.4428115015974441	0.6472843450479233	0.6670926517571885	0.8396166134185303
G3-423	0.7482428115015974	0.7354632587859425	0.4626198083067093	0.668370607028754	0.8945686900958466	0.6223642172523962	0.612779552715655	0.7226837060702875	0.43578274760383384	0.3859424920127795	0.7118210862619808	0.7373801916932907	0.3539936102236422	0.3782747603833866	0.6696485623003194	0.6670926517571885	0.6619808306709265	0.5405750798722044	0.2715654952076677	0.5488817891373802	0.8466453674121406	0.3680511182108626	0.3610223642172524	0.38338658146964855	0.329073482428115	0.2230031948881789	0.32523961661341855	0.0	0.3354632587859425	0.7220447284345048	0.6677316293929713	0.8095846645367412
G3-424	0.797444089456869	0.7833865814696486	0.4779552715654952	0.4594249201277955	0.8677316293929712	0.5597444089456869	0.594888178913738	0.4	0.22236421725239616	0.39233226837060703	0.7578274760383387	0.7808306709265176	0.4715654952076677	0.4779552715654952	0.5987220447284345	0.6651757188498403	0.6351437699680511	0.27284345047923325	0.38466453674121404	0.5111821086261981	0.7840255591054313	0.42428115015974444	0.3993610223642173	0.14568690095846645	0.44920127795527154	0.3111821086261981	0.4428115015974441	0.3354632587859425	0.0	0.7629392971246006	0.6881789137380192	0.8153354632587859
G3-47	0.1412140575079872	0.22044728434504793	0.8900958466453675	0.678594249201278	0.9003194888178914	0.7706070287539936	0.6319488817891373	0.8217252396166134	0.6805111821086262	0.6881789137380192	0.4773162939297125	0.4849840255591054	0.7297124600638978	0.6198083067092651	0.23386581469648562	0.13099041533546327	0.14824281150159743	0.823003194888179	0.6907348242811502	0.794888178913738	0.9041533546325878	0.7993610223642172	0.6434504792332268	0.7552715654952077	0.6440894568690095	0.6012779552715655	0.6472843450479233	0.7220447284345048	0.7629392971246006	0.0	0.11054313099041534	0.5156549520766773
G3-48	0.16485623003194888	0.2792332268370607	0.8984025559105431	0.6070287539936102	0.9086261980830671	0.6984025559105431	0.7047923322683706	0.7488817891373802	0.607667731629393	0.6926517571884984	0.51629392971246	0.5380191693290735	0.736741214057508	0.6869009584664537	0.18274760383386582	0.13099041533546327	0.11054313099041534	0.74185303514377	0.6587859424920128	0.8057507987220447	0.9092651757188498	0.810223642172524	0.6932907348242812	0.6792332268370607	0.6741214057507987	0.5405750798722044	0.6670926517571885	0.6677316293929713	0.6881789137380192	0.11054313099041534	0.0	0.5309904153354632
G3-49	0.5373801916932908	0.5392971246006389	0.7884984025559105	0.7405750798722045	0.7987220447284346	0.8223642172523962	0.7686900958466454	0.7738019169329073	0.7980830670926518	0.7769968051118211	0.7226837060702875	0.7322683706070288	0.8300319488817891	0.8415335463258786	0.5329073482428115	0.5303514376996805	0.5303514376996805	0.8792332268370607	0.8332268370607029	0.8178913738019169	0.9175718849840255	0.8274760383386581	0.8287539936102236	0.8319488817891374	0.8376996805111822	0.8178913738019169	0.8396166134185303	0.8095846645367412	0.8153354632587859	0.5156549520766773	0.5309904153354632	0.0
