	shannon
G1-11	1.9521962127182448
G1-12	0.6921220238676243
G1-13	1.855653355150704
G1-130	0.7652604629702499
G1-131	1.9100610769581845
G1-132	1.0935431966529379
G1-135	1.9638386575967748
G1-136	2.091871512521075
G1-138	1.7740354743084688
G1-139	1.73615454565186
G1-14	2.3797627958498953
G1-140	1.831452021763211
G1-141	1.0314224087983477
G1-142	1.2663395014656904
G1-143	1.3512338674909787
G1-144	1.6518747294273168
G1-15	2.5780457094526965
G1-175	1.3826013952917018
G1-176	0.3224933618603243
G1-177	1.6808727758947226
G1-178	1.741901788259559
G1-180	0.35741165900058475
G1-182	0.1814405425418207
G1-187	2.4020895174709027
G1-188	1.6427343084410242
G1-189	1.7017989727193628
G1-190	2.050774799709627
G1-192	1.3902352127898798
G1-193	1.3535643386339808
G2-1100	1.3910085986412515
G2-1101	1.488417734340922
G2-1102	1.7002631126847447
G2-1103	2.358035757025134
G2-1104	1.473316490199954
G2-1105	0.4021791902022729
G2-1106	0.2647650339356807
G2-1107	0.4021791902022729
G2-1108	0.21887772653901102
G2-1109	0.2647650339356807
G2-1110	0.16866093149667025
G2-1111	0.36592365090022316
G2-1113	0.3274449191544763
G2-194	1.810196754508842
G2-197	1.8076692600227622
G2-198	1.1707440161427791
G2-199	1.399512555633
G2-21	1.2984016056242111
G2-210	1.1166971832455204
G2-211	1.553217071827576
G2-212	1.4668799757119237
G2-213	1.0489965475869862
G2-214	1.0885319658012171
G2-215	0.9028659255111096
G2-216	0.9737382528845383
G2-217	0.969971649058202
G2-218	0.7479195563410445
G2-219	0.8307099633802217
G2-22	0.9988455359952018
G2-220	1.542093542931378
G2-221	2.1587274629955635
G2-222	1.6121039489890165
G2-223	1.3979047260589386
G2-224	0.6379578703362284
G2-23	0.9858150371789199
G2-24	0.8485481782946158
G2-25	1.699209325124099
G2-26	0.8500065354505778
G2-27	1.6452676630045362
G2-28	1.4194424515720938
G2-29	1.5939643332733584
G2-313	0.5223083479470872
G2-314	1.114205596633386
G2-315	0.5913857485740053
G2-316	1.2155725581637389
G2-317	0.7833418025081301
G2-318	0.5256666624495429
G2-319	0.3224933618603243
G2-320	0.4643287256876323
G2-321	0.499915958164528
G2-322	0.584238811642856
G2-323	1.4540405840388693
G2-324	1.5084099213221016
G2-325	1.8525536491962213
G2-326	1.035231113056058
G2-327	1.9523984729964132
G2-328	2.0066997934423085
G2-329	2.1339756956597173
G2-330	1.7225466665318667
G2-413	1.2930276317898417
G2-414	1.9101731023340038
G2-415	1.778697517159215
G2-416	1.3779660666785902
G3-417	1.6305249871765415
G3-418	1.9363315486946973
G3-419	1.6435389889827676
G3-420	1.5199788719041387
G3-421	2.0046454560976095
G3-422	1.5187474595644164
G3-423	2.336308980615642
G3-424	1.794962724912018
G3-425	1.9749673555094152
G3-426	1.83950177153446
G3-427	1.4176866082742252
G3-428	1.6921420787845534
G3-429	1.2809162695194207
G3-430	1.5666907684257585
