Eigvals	54
0.9021411241381537	0.4757819910382284	0.39800452450377544	0.2716596999907687	0.24379710631539503	0.20310237696004801	0.13434482595998476	0.12423168380650729	0.09391288721707472	0.08367497618903186	0.06318749474113314	0.05828457731052193	0.05327793202741592	0.0378594857592599	0.029014776340928597	0.022567869653311062	0.017663924917356313	0.010447477477019948	0.005185559493832148	0.003003058926417987	0.0021764802564366026	0.0014337589927859856	0.00036924298843303544	0.0003193155239554153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0

Proportion explained	54
0.2788308621098336	0.14705315963093865	0.12301395172182315	0.08396370182247108	0.07535202144647404	0.06277422605961826	0.04152286448331954	0.03839712720137562	0.029026291569378037	0.025861991127049677	0.01952978659526513	0.01801440872649025	0.016466970988408818	0.011701487462257406	0.00896779326936679	0.006975204192610806	0.0054595088076215235	0.003229072562869258	0.0016027359639195723	0.0009281757443656097	0.0006726994813001272	0.0004431415942801222	0.00011412442913646389	9.869300982659436e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0

Species	0	0

Site	54	54
G1-11	-0.07105177690438705	0.0005680667390444191	-0.0034552942630290896	-0.004644110145500732	0.007746008171791833	-0.034187831709242555	0.007287983098509832	0.02967050479702452	-0.004208803779878221	0.00010540784690800681	-0.003974161379832866	0.013703991691188869	-0.013938047626895562	-0.0014327034345843113	0.005528272348870384	-0.002501593717211954	0.0024831626137794068	-0.010565657030801768	-0.008990931355568669	0.001196865462260024	0.0013053823137296077	0.005719446087106568	0.004141996978705434	-0.001956896104384474	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1-110	-0.10913660177199437	0.042191389565477265	0.013569369654576686	-0.033114555336743214	-0.07828272537970919	0.039178922950249793	-0.00888197218540893	-0.026888018735698516	0.01314947738649123	0.00957096445267131	-0.0076269645285161145	0.011392202353572538	-0.009681483621533019	-0.003227197276016238	-0.014640175590811625	-0.03830177632354409	0.018515393142711015	0.008263062988869727	-0.002697128566310224	0.0012139374099549693	-0.005038105159578667	0.005270564213840812	0.0014484148920024485	0.002708481313268502	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1-115	0.1739025957985311	-0.027710367835182218	0.14313439318356977	0.11385155228297232	-0.16581355588341665	-0.012271376035406142	-0.02434470455058975	0.009771955896322479	-0.09491836663772642	-0.054670025405163615	-0.013080238158535295	-0.008661242320754508	-0.0012185959405240296	-0.0747974473498786	0.04115626822077278	-0.0006708632546136253	-0.014676332921608741	-0.02595719337756247	0.018973559911480066	0.008748102607290142	0.0013888689288654255	-0.005745990956245474	-0.0014253901461246702	-0.0019127249294003598	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1-116	0.13090442381909143	-0.1382180429592129	-0.1588393340316726	0.013858969300690057	-0.04725377718351524	-0.012479753173484591	-0.07209050917320167	-0.14797765108723	-0.006230676950847418	0.00146030574496281	0.034837103280257804	-0.043819170965489346	-0.009425690137855079	-0.016413970551984347	-0.012425144038266032	0.01821698323037386	0.03241313010458308	-0.002865024139014457	-0.0003747289030074795	0.00040770835653612187	-0.006237832686957339	-0.0032042924359722276	-0.00022306326801637883	-0.0009333975340053238	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1-12	0.006610048482031939	0.047288927251443055	-0.16686567332607194	-0.053696527728617806	-0.0010816589818103946	0.036500061091927036	-0.05761133727683538	-0.013653110099912229	0.01001974920101118	0.0016276880949967498	0.006327191378225381	0.005246229281221205	-0.03449914731266211	-0.03909745231778327	0.01699097869441721	-0.00013859442356179718	0.006397311489763292	0.0025941170459746893	-0.006664850040068221	-0.00857192493936391	-0.012160243274617216	0.0027409547300888803	0.001258040967466025	0.0008556550450973911	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1-13	-0.08754231849869658	0.009627458366284414	-0.002792750949240114	0.005000606343104229	0.025421550036680944	-0.026789094411771616	-0.007629711418739433	0.04492806348266113	-0.00445124138347788	-0.03687473838811083	-0.0016139943644185941	-0.01688785709374005	-0.0035860389440280343	0.006125860200827263	-4.052296926611984e-06	0.014991594329337169	0.006909999576939234	-0.014742337134693946	-0.0004885073083595256	0.004917315512511284	0.005295521156718998	-0.011353873997868429	0.0015755138318485021	0.007006136805606175	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1-130	-0.08106899984069951	0.012880765598805162	-0.006722100280859574	0.013773299316132411	0.03443653717132813	-0.04079962766269003	-0.03301870837799553	0.07527155576751512	0.012773058039909265	-0.0020190258007597053	0.002010460441619846	0.0035465221589843017	0.052596099945807454	0.019593933151831694	-0.022078896070213967	-0.015227582338764787	-0.004223501784275392	-0.010579453335720917	0.010220615656648878	0.011120862784795507	0.0034331859102710678	0.004064678597005583	-0.0006959509199094301	0.0006458921793978459	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1-131	-0.0872153597924506	0.006684954700513938	-0.003721459212253378	0.0009557771585207166	0.02032867250962909	-0.02816058873906183	-0.0015208227374159994	0.047179236146119005	-0.0021603728092746233	-0.030874644356286632	0.005679063755265057	-0.00927707258634689	-0.003368659014118431	0.021622443966946382	-0.004427069024271011	-0.008821077647948174	0.007767185027341098	0.005575243647440674	0.01703532645653135	-0.0035285874527026116	0.004094376497763588	-0.0035769370813298527	0.00568301602204585	-0.0016632043230570114	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1-132	-0.0878925730879258	0.007960282017170042	-0.004045557830680382	0.001202102016932539	0.0235775778478495	-0.029056768052731927	-0.003794687264145677	0.0469708464917541	-0.0029180614451047014	-0.03431027009354169	0.0003731153853703797	-0.012569291291044464	-0.006213862164482467	0.0132854234881051	-0.0029701264430600375	0.00011598648519594653	0.00812774017021669	-0.0050410344241802055	0.006580968133640067	-0.005012484852972776	-0.0007656021978732911	0.004683443807005368	-0.0045801291234655065	-0.0012103868915394652	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1-135	0.00962325975487426	0.04964684376488061	-0.13977391927066765	-0.0056828871646567355	0.06156519134641869	-0.01194954239209338	-0.017271136076442494	0.0400739828853971	-0.03514786098840391	-0.04255259253240802	0.032593186257124714	-0.037117467960829084	-0.014542998631313834	-0.00830710501026998	0.005699809306835867	0.0008901333665937072	0.013317703172269496	0.0025843297691008392	0.005186226888900092	-0.0019000859740991387	-0.0010406009689401337	0.006472779455824632	-0.008299929038488505	8.524603064789833e-05	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
