Eigvals	22
1.2015238229015541	0.6211803473106539	0.5194897467424217	0.10699956824749421	0.09611771972826219	0.06485485931025581	0.03175571088109864	0.022801484632876033	0.010130565110295621	0.005244279990702171	0.003695390425067023	0.0018590088074091973	0.0008206644295672624	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0

Proportion explained	22
0.44724951545469216	0.23122521921683986	0.19337239352703667	0.039829010578406196	0.035778403020975645	0.02414126449140805	0.011820594842799343	0.008487516235070918	0.003770953393100689	0.001952105850956948	0.0013755545629015402	0.0006919886002192835	0.00030548022559260797	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0

Species	0	0

Site	22	22
G1-11	0.1826175610930187	0.042887954325652594	-0.07289807978307696	0.07986857476606189	-0.14966327600701973	0.060559650808205204	-0.012165105547796573	0.05195710066600515	0.011681792771152121	-0.002705713392942294	-0.005374785340301057	-0.008516680599525407	-0.0051184784091392885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1-110	-0.28868642692118424	-0.005954644792479813	0.03739138056146165	-0.009805220214561644	-0.062025700308512156	0.008932655436172202	-0.021665254245450023	-0.022428667360864022	-0.029259855823840008	-0.02121418410381716	-0.011882644501121446	0.018613045671768417	-0.004176411755930638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1-12	-0.1249397640586038	0.13913930381975478	-0.3738893274259796	0.0012564970454751803	0.07151972100848733	0.066097185722705	-0.07282942802569102	0.02146813254837959	-0.021377118551707718	0.01852786804530967	-0.0018959893614289315	0.006728051380208518	0.0017751722449589017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1-130	0.21424425288916996	0.6953501181267366	0.19968025810645307	0.02390636044616958	0.0011663472095323573	0.006739787866066839	0.01523404523641317	-0.010521458091244955	-0.0002755891910707199	-0.0063661070111657525	0.0007419710568667149	-0.0005954570637150617	-0.0001443605683300698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1-157	-0.2885833024838132	0.0993190481407598	-0.19482313672736787	-0.0467659971195552	0.09736350430785368	0.01675988258089906	0.0018107981512502484	0.02028499492869699	0.044668198901820784	-0.008812905385837793	0.002971208553014652	-0.0030831633048534856	0.0022767299950147758	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1-158	-0.28359039170887795	-0.017090717721477366	0.2671105973838438	0.02322529328819638	0.11134806454066629	-0.07491705610824982	-0.0643098618269435	0.036358961050489316	-0.01188750044140528	-0.003346749995443931	-0.005080961871040491	-0.0012531887805166272	-0.000431683239031886	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1-159	-0.32512301995510284	0.007454268751605818	0.10465643949831253	0.03467611221513935	-0.057345773437302155	-0.014647818538770684	-0.0388895215962832	-0.03955467985309764	0.04087879988887208	0.009290932534597651	0.021802789250459045	0.0006465598138142247	0.0035659010255233922	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1-19	-0.2587847669974281	0.010379302240969333	0.1523933104153419	-0.253253243356277	-0.06569816836686274	0.043581485844939136	0.03239466847935958	0.0017721131154775538	-0.008330117386512946	0.012632594913998794	0.00030530616284928395	-0.00034048357939786024	-0.0004445711152711705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1-193	0.0065055446854520235	0.07039106104739162	-0.3001992495101737	-0.008205796474352857	0.017004378314942125	-0.12384664009193384	0.043509637465172786	-0.026949792855637224	-0.012865406473845058	-0.003813161242366082	0.003686104977936195	-0.004699694172659701	-0.0015945720171801191	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G2-194	0.20932830627469814	-0.05997765367398931	-0.1176147410573839	0.0169825297328903	-0.08862067369136044	-0.03026034713642229	-0.03772833325946861	-0.06801640921904568	0.018175834125874632	0.0033569937819857604	-0.0013409267685335533	0.010829066293021787	0.0024832058642117417	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G2-41	-0.18474441747080858	-0.03932870005570697	-0.04546890317600458	0.04087031454867795	-0.006626012460630225	0.008001345854260364	0.05400139584294172	-0.027120990811578483	-0.013394364663444973	0.007989598631839843	-0.02570010951418574	-0.0027452232920026545	0.007884641182395994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G3-42	-0.11194367838771073	-0.05969770605242537	-0.10494881816475825	0.02573474461879823	0.0036855800438431053	0.04660561681896051	0.0717544868761339	0.023630868483171735	0.012546069577724724	0.0057744436975995135	0.02113227491056996	0.007112023967853517	-0.006238176440211363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G3-425	0.31917401295044084	-0.03439259447804138	0.04042829501937934	0.0032651253080089207	0.004230354824768217	-0.03056711232066085	0.015427933341111966	0.040016451907430264	0.003701103813482462	0.03499597276542687	-0.018260503474194466	0.013903135124625751	-0.003445237216684384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G3-426	0.27692217691314563	-0.0411348430276732	-0.017356149856763627	-0.03539936080981113	-0.04176320617837145	-0.07326413543837207	0.0004932499113065483	0.03571781382378824	-0.0331187152752204	0.0012046429371419646	0.02479366432182529	-0.0022740941849900107	0.01523355349519187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
