	G1-11	G1-12	G1-130	G1-193	G2-194	G3-425	G3-426	G3-427	G3-428	G3-429	G3-430
G1-11	0.0	0.13997581869466055	0.23452699097842317	0.11223614046204482	0.03659866376327712	0.04181283204880979	0.023027201542346335	0.06980733555972748	0.04917797114118281	0.11918140157569637	0.07120766370058762
G1-12	0.13997581869466055	0.0	0.2582105391196083	0.029130959168311276	0.10778446488106948	0.1625006156889144	0.14125776456482236	0.1714596381261471	0.15017616213939838	0.2207957050758936	0.17165753700719158
G1-130	0.23452699097842317	0.2582105391196083	0.0	0.26086553222616965	0.26822010595152074	0.2545739790320902	0.2541855641066632	0.27682054490085917	0.2755547586756726	0.2811571214957891	0.27859098715300373
G1-193	0.11223614046204482	0.029130959168311276	0.26086553222616965	0.0	0.0791009265816851	0.13396923226317237	0.11266591841676844	0.14329690223936858	0.12231649018404639	0.1930642706039523	0.14430195117262906
G2-194	0.03659866376327712	0.10778446488106948	0.26822010595152074	0.0791009265816851	0.0	0.055097692144206636	0.03447995339910044	0.0654969319886765	0.04505681245859934	0.11470858526047824	0.06712256943421499
G3-425	0.04181283204880979	0.1625006156889144	0.2545739790320902	0.13396923226317237	0.055097692144206636	0.0	0.021870135211609257	0.029084896665103974	0.022280630009235892	0.07792542140764762	0.030447371869912445
G3-426	0.023027201542346335	0.14125776456482236	0.2541855641066632	0.11266591841676844	0.03447995339910044	0.021870135211609257	0.0	0.048576141762907345	0.027424140822690183	0.0976728651292593	0.0492527596927005
G3-427	0.06980733555972748	0.1714596381261471	0.27682054490085917	0.14329690223936858	0.0654969319886765	0.029084896665103974	0.048576141762907345	0.0	0.023054326166612082	0.05087082239688445	0.003891583347798431
G3-428	0.04917797114118281	0.15017616213939838	0.2755547586756726	0.12231649018404639	0.04505681245859934	0.022280630009235892	0.027424140822690183	0.023054326166612082	0.0	0.07351875118676672	0.023511879711962076
G3-429	0.11918140157569637	0.2207957050758936	0.2811571214957891	0.1930642706039523	0.11470858526047824	0.07792542140764762	0.0976728651292593	0.05087082239688445	0.07351875118676672	0.0	0.05121600261141188
G3-430	0.07120766370058762	0.17165753700719158	0.27859098715300373	0.14430195117262906	0.06712256943421499	0.030447371869912445	0.0492527596927005	0.003891583347798431	0.023511879711962076	0.05121600261141188	0.0
