	G1-11	G1-110	G1-12	G1-157	G1-158	G1-159	G1-19	G1-193	G2-194	G2-41	G3-42	G3-425	G3-426	G3-427	G3-428	G3-429	G3-43	G3-430	G3-44	G3-45	G3-46
G3-42	0.03471069196644249	0.009997702435331659	0.11609200408613919	0.08544798369822658	0.060823704588485246	0.00661117023427928	0.07261793543043031	0.0888739856880207	0.009907077827655411	0.005112386374563229	0.0	0.06314171505818637	0.04121709316839006	0.059867320514094005	0.04264459271619292	0.12440469418126618	0.015706385902979646	0.06319272633118118	0.00630473608858006	0.07370617798592233	0.0688684644032833
G3-425	0.038977844203420264	0.07202212566456766	0.17554702649757423	0.14760230070310632	0.032422892216554096	0.06643340555327473	0.13295049781851134	0.14737052584054103	0.05455823681627996	0.06454826090665189	0.06314171505818637	0.0	0.02284594074621101	0.02396906882097475	0.02469651920760261	0.08574820968325784	0.051236472776119785	0.028979884903128177	0.057734803285735645	0.03079661739661655	0.03347798306659297
G3-426	0.020207987570332358	0.0504531842847994	0.15316884015874765	0.1257671723964148	0.04438770187266833	0.04580122094225335	0.11203560302815216	0.1249394763961727	0.03309323289397951	0.043987006499400676	0.04121709316839006	0.02284594074621101	0.0	0.03799609422078225	0.022196026016910116	0.1040730996178175	0.02978857391874881	0.0441144012759726	0.03585528651949984	0.050031506028628395	0.05146716413145493
G3-427	0.056962751827370664	0.0687345718693193	0.172785626620907	0.1443279061590139	0.009190761445373842	0.0634585225688942	0.1297545233858537	0.14493589037589052	0.054840725679791945	0.06202036004435775	0.059867320514094005	0.02396906882097475	0.03799609422078225	0.0	0.01802019278679285	0.06761609428459334	0.04803602847297972	0.007830336861723266	0.05450551386520376	0.016790269432215822	0.014621116362237887
G3-428	0.04173881222668866	0.05147266543196555	0.1562341579625813	0.12708480916403708	0.022222943193492578	0.047021871636468586	0.11305508379193169	0.1281560338933939	0.03968572194639572	0.04530464326702294	0.04264459271619292	0.02469651920760261	0.022196026016910116	0.01802019278679285	0.0	0.08325925455050497	0.030931576680103906	0.022760843020083448	0.03716004267036493	0.033612723830443385	0.029918237104357825
G3-429	0.12297144874597711	0.13328510478764746	0.236891075717788	0.20886527982618602	0.06941732283001754	0.12837675703435802	0.1942052617814468	0.20930323109294782	0.1207075614966617	0.12651596589295577	0.12440469418126618	0.08574820968325784	0.1040730996178175	0.06761609428459334	0.08325925455050497	0.0	0.11251293236260229	0.0628942006480702	0.11904288753237591	0.06446609735007068	0.05641358849668074
G3-43	0.035969761303528615	0.021444488641537553	0.13091525136790383	0.09939762299362875	0.046628747062571495	0.01719887543853365	0.08405017490945191	0.10371846623808817	0.015773374899426502	0.016505906083889164	0.015706385902979646	0.051236472776119785	0.02978857391874881	0.04803602847297972	0.030931576680103906	0.11251293236260229	0.0	0.052134529877237816	0.009586178688035967	0.058817338396145016	0.05691560197266873
G3-430	0.06272281680621317	0.07196110618377084	0.17709243583442297	0.14799589182584338	0.008707210332413137	0.06863846466450951	0.13394158962087466	0.1491380527774734	0.06158277625324835	0.06675846631296843	0.06319272633118118	0.028979884903128177	0.0441144012759726	0.007830336861723266	0.022760843020083448	0.0628942006480702	0.052134529877237816	0.0	0.05761119994518216	0.016095537412003445	0.00920991108884417
G3-44	0.03516821609007296	0.015163729411525273	0.12219106558992497	0.09119548430543443	0.0545640736234657	0.011777197210472892	0.07806540039681592	0.09496016657504934	0.009569347495466262	0.009642549719992522	0.00630473608858006	0.057734803285735645	0.03585528651949984	0.05450551386520376	0.03716004267036493	0.11904288753237591	0.009586178688035967	0.05761119994518216	0.0	0.0676553572804193	0.0631221289003229
G3-45	0.06876638721893336	0.07947160090604379	0.1886280567269578	0.157431612313594	0.015210219180118697	0.07363844452426661	0.14145695012314133	0.16109435127695418	0.06966148521209004	0.0737071625300343	0.07370617798592233	0.03079661739661655	0.050031506028628395	0.016790269432215822	0.033612723830443385	0.06446609735007068	0.058817338396145016	0.016095537412003445	0.0676553572804193	0.0	0.01414537338698773
G3-46	0.07051152525031135	0.07710645370567018	0.18375823396934882	0.15379515516246886	0.013665622097563817	0.07304555193622461	0.13956249816861957	0.15632992941129942	0.06848408613296622	0.07177988889922055	0.0688684644032833	0.03347798306659297	0.05146716413145493	0.014621116362237887	0.029918237104357825	0.05641358849668074	0.05691560197266873	0.00920991108884417	0.0631221289003229	0.01414537338698773	0.0
