	shannon
G1-115	1.4051323426562443
G1-116	1.488571101961415
G1-13	2.0341020600370765
G1-131	2.1135788972588285
G1-132	1.1332199730365837
G1-135	1.8484741387512669
G1-136	2.3023245726953534
G1-138	1.9834474103174795
G1-14	2.3660608548268973
G1-15	2.4049570975210237
G1-161	1.1914373985561888
G1-162	1.0356422312274076
G1-177	1.7101828363430507
G1-178	1.7358467347143725
G2-410	1.9732023767544986
G2-411	1.944565149063855
G2-412	2.057608774835073
G2-413	1.6130594875255884
G2-414	2.2289596571214703
G2-415	1.8504411917702188
G2-416	1.4310667822482463
G3-417	1.6584610319948838
G3-418	2.028223324531042
G3-419	1.6090534370430871
G3-420	1.4307930983131072
G3-421	2.175195063830068
G3-422	1.3241693250590865
G3-423	2.3185100184839804
G3-424	1.9509490685412805
G3-47	1.9509951248063444
G3-48	1.8166510720568356
G3-49	3.1688944714632856
