Eigvals	23
1.0281751965692096	0.3624482958948901	0.22238551388266817	0.07434950920158692	0.05586744464145899	0.0429452444209646	0.026976458436084934	0.01342137377643566	0.00581128001027037	0.003890396811011429	0.0015018603706006134	0.00039774322685126595	9.587379380331801e-05	2.091389718799687e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0

Proportion explained	23
0.5593172696275621	0.1971683346549653	0.12097554856858833	0.0404454071869664	0.030391344492841445	0.023361793722676476	0.014674930038226022	0.007301096311538623	0.003161279594403115	0.002116337886153448	0.000816997380066277	0.00021636843253719878	5.2154407884802664e-05	1.1376955903521023e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0

Species	0	0

Site	23	23
G1-139	-0.18470652042430083	-0.01653754123986707	-0.02204892377698887	-0.07992401862700323	0.014706119271921139	-0.0746975266651033	-0.038264861828265335	-0.021921045705935536	-0.03528938360301657	0.0026084006670026635	-0.0008014965836614082	-0.0024491416779151595	-0.0006955992048201178	-6.960069655572941e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1-140	-0.18140338601865952	-0.023410675949605154	-0.030912886963160285	-0.05270845533165222	0.008084198350045932	-0.021497861155476305	-0.04203371357708896	-0.04339280738979273	0.007288818389872929	-0.008669595824492966	-0.0006693746668347409	0.003255038102561476	0.0003481517744015692	4.489018438819735e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1-141	0.19705190507576595	-0.061841067107880954	-0.03358118322904918	-0.013885771108892352	0.0032813704652465536	0.016917690999612312	0.02125528808530052	-0.009502612999402856	-0.010756189491441094	0.013035431678225132	0.016579482016614553	-0.0032274280395206815	0.002941634016974913	0.00033446786098654337	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1-142	0.1967473757483528	0.025971998431477555	-0.04154359443514624	-0.11714583447459487	-0.007646801052783794	0.05013466239028513	0.005536993578953516	0.026113963743412683	0.015121880923083135	0.0023684097799757447	-0.015096826452208995	-0.003182487444276408	0.00013459584801165503	-0.00012891905008476881	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1-143	0.14670948531041747	0.28471398327809055	0.005406278960906894	0.0420148614409689	-0.00807085977391523	-0.06438208506471017	-0.04541225232790327	-0.001787745313791613	0.012889955733896716	-0.021473444712371066	0.001208968993242845	0.0017650370602228388	0.001021272502863037	0.00022028660582204605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1-144	0.17581298170866225	0.20815930720117243	-0.023788354740187295	-0.12296041335086884	0.013357911669651171	0.05571989102494754	0.05413542769500593	-0.020233302303589402	-0.016056916981372467	-0.006414416576842584	0.0015076968551426858	0.00196796741530969	0.0001618837345733339	3.2836070337108834e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1-187	-0.5777750372459952	0.015051721420436667	-0.16296216241585582	-0.007462032623509077	-0.023185211772127574	-0.055779065014537624	0.05922885025001722	-0.004551854420401945	0.00521126066095719	0.0033087810875754016	-0.00039524493682832265	0.00010620676111326851	0.0003579350648164569	-1.4322357148570762e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1-188	-0.13296364947520734	-0.07022655520590594	-0.04038988387756177	-0.04322489475845677	0.033729118755178616	-0.046944371980546414	0.003703200813621161	0.08663661234534895	-0.004399674612365143	0.0007141252941316171	0.000716588425830987	0.0010260461006440828	-0.00016108034526312863	7.417279629213278e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1-189	-0.28175494871436946	0.059642227588602305	-0.07436060908274504	0.07074339894779764	-0.06625076571762695	0.07427910464503183	0.045285371968202336	-0.0018139333398869903	0.012421808608111911	-0.017305024188970092	-0.00047035117907383577	-0.0007230054869871124	0.00031599002258359205	6.633456829315576e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1-190	-0.23860589818056893	0.06480101126640242	-0.04427653345890462	0.05738357409296213	0.0470915518817703	0.10482240183434605	-0.07276449470051302	0.01439434672608546	-0.02472634670241594	0.011945329738159191	0.0015592648772343111	0.0018853148571315328	-0.0005189425873611206	4.600273679419556e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
