	G1-131	G1-132	G1-15	G1-177	G1-178	G3-419	G3-420	G3-421	G3-422	G3-423	G3-424
G1-131	0.0	0.5801916932907348	0.6440894568690095	0.7635782747603834	0.7450479233226837	0.4402555910543131	0.7047923322683706	0.5674121405750798	0.7099041533546326	0.676038338658147	0.40894568690095845
G1-132	0.5801916932907348	0.0	0.8332268370607029	0.8990415335463259	0.9028753993610223	0.9060702875399361	0.8971246006389776	0.8958466453674121	0.9079872204472843	0.8952076677316294	0.8677316293929712
G1-15	0.6440894568690095	0.8332268370607029	0.0	0.3987220447284345	0.40063897763578277	0.4907348242811502	0.3891373801916933	0.34824281150159747	0.38977635782747605	0.3424920127795527	0.3744408945686901
G1-177	0.7635782747603834	0.8990415335463259	0.3987220447284345	0.0	0.23003194888178913	0.536741214057508	0.1635782747603834	0.29840255591054315	0.1718849840255591	0.3354632587859425	0.4728434504792332
G1-178	0.7450479233226837	0.9028753993610223	0.40063897763578277	0.23003194888178913	0.0	0.5361022364217253	0.27859424920127795	0.26198083067092653	0.29073482428115016	0.3878594249201278	0.4747603833865815
G3-419	0.4402555910543131	0.9060702875399361	0.4907348242811502	0.536741214057508	0.5361022364217253	0.0	0.5035143769968051	0.3597444089456869	0.5009584664536741	0.41214057507987223	0.14440894568690096
G3-420	0.7047923322683706	0.8971246006389776	0.3891373801916933	0.1635782747603834	0.27859424920127795	0.5035143769968051	0.0	0.24792332268370607	0.02428115015974441	0.3271565495207668	0.44664536741214056
G3-421	0.5674121405750798	0.8958466453674121	0.34824281150159747	0.29840255591054315	0.26198083067092653	0.3597444089456869	0.24792332268370607	0.0	0.2498402555910543	0.2389776357827476	0.30415335463258786
G3-422	0.7099041533546326	0.9079872204472843	0.38977635782747605	0.1718849840255591	0.29073482428115016	0.5009584664536741	0.02428115015974441	0.2498402555910543	0.0	0.329073482428115	0.44217252396166135
G3-423	0.676038338658147	0.8952076677316294	0.3424920127795527	0.3354632587859425	0.3878594249201278	0.41214057507987223	0.3271565495207668	0.2389776357827476	0.329073482428115	0.0	0.34185303514376997
G3-424	0.40894568690095845	0.8677316293929712	0.3744408945686901	0.4728434504792332	0.4747603833865815	0.14440894568690096	0.44664536741214056	0.30415335463258786	0.44217252396166135	0.34185303514376997	0.0
