Eigvals	33
0.4502036911383728	0.29938914256020943	0.20611164531389012	0.13699983277551203	0.10770511810710301	0.0788176399348886	0.05790539698424727	0.04579586612746534	0.030653354798836636	0.027092896677537913	0.012448706432491068	0.010507742968916427	0.004900687543421468	0.0036343594580883765	0.0010481825360405608	0.0003984738992613493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0

Proportion explained	33
0.3055101790017141	0.20316677169718395	0.13986825717701729	0.09296868119543526	0.07308916066214183	0.053485992582853935	0.03929485374295913	0.031077273539812506	0.020801499623238923	0.018385357287276263	0.00844774622107929	0.0071305999895744515	0.003325627839337255	0.002466292103891003	0.0007113012187938675	0.00027040611769091203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0

Species	0	0

Site	33	33
G1-11	-0.04971796347303276	0.031463521078645036	0.0042603922461527345	0.008802145525172415	0.048835687385862074	0.029898333227207793	0.006516706039922539	0.011935607170160557	-0.008896943873786034	0.001585345013569026	-0.008209075022584783	-0.009224744106402215	0.011216925141853235	-0.0008057647211659897	0.01315715222527807	-0.002348161471415453	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1-110	0.08919324142049304	0.25258205145894563	0.035056796525873395	-0.23803759198567048	0.006614160954085739	0.0076717272886771045	-0.019844843871638044	0.05472667851615687	-0.006734466480855818	-0.07094488742965221	0.00379459539613364	-0.001329390362139335	-0.002669320533782438	-0.004853353468640935	-0.000741709004303491	-0.000482458737136032	0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1-12	-0.04814542288294582	0.03492309000613643	0.006009166933980043	0.009204880846128482	0.047853727112098204	0.02252539274715516	0.005150956146120889	0.012500741065667904	-0.008508637591576619	0.002848728712203458	-0.008758902141023364	-0.00834841698237835	0.020868291152452905	-0.0087929149299211	-0.005284228311905351	0.008860594983554177	0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1-13	-0.07871806204407795	-0.1238164623303849	-0.04276273250226493	-0.08081222172753443	-0.011208807247874623	-0.03367848275668026	-0.015840453137859024	-0.0422978195066061	-0.011398339455733457	-0.0011184612236793312	-0.018506716269872197	-0.0055471616706167645	0.004054048037510443	0.008872658099668565	-0.01553608769148236	-0.000471293455702324	0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1-130	-0.06835567181585347	-0.02127213214791704	0.02308107089282346	0.00489508642045028	-0.018806314664096543	0.02168618241457938	-0.015476002084844401	-0.023842796380759593	-0.017825632190390493	-0.01262132019008331	0.003329135115074606	-0.03620405760673895	-0.005014493687740843	-0.0033249481068455982	-0.0013780082246575747	-0.001199195335872951	0.0	-0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1-135	-0.07859319170254461	-0.12356101641074194	-0.04357825421189863	-0.07841563340268677	-0.009892219347773505	-0.028533885790050374	-0.014932627196047139	-0.04062213228628062	-0.011803194027815742	-0.001501745270794106	-0.005854280742625697	-0.008148863206304644	-0.00021817018396952094	-0.00853013151340186	0.008108382201694221	0.000494665171014747	-0.0	0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1-136	-0.06609592360606073	-0.113285637522682	-0.04592446573853381	-0.0744166313944866	-0.013615255314919559	-0.024107889561372973	0.00936863224240754	0.0003663046486481859	0.002535816124900207	0.002112496056553856	-0.011355080778980226	0.04525142399603026	0.01181993445705921	0.01872209437804239	0.004987486510822562	0.001567665357947874	0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1-138	-0.06835567181585346	-0.021272132147917008	0.023081070892823484	0.004895086420450322	-0.01880631466409658	0.021686182414579307	-0.015476002084844478	-0.023842796380759517	-0.017825632190390687	-0.01262132019008324	0.0033291351150744547	-0.03620405760673896	-0.005014493687740778	-0.003324948106845612	-0.001378008224657595	-0.001199195335872145	-0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1-14	-0.07859319170254463	-0.12356101641074194	-0.04357825421189866	-0.07841563340268663	-0.009892219347773614	-0.02853388579005021	-0.014932627196047144	-0.0406221322862806	-0.011803194027815812	-0.0015017452707940379	-0.005854280742625608	-0.00814886320630468	-0.00021817018396957097	-0.008530131513401821	0.008108382201693994	0.0004946651710148788	0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1-157	-0.0684035939233368	0.09577025581577368	0.08554319410013873	0.05023380546587057	0.09492841374245381	-0.043247248855288654	-0.0799447756692114	-0.10277325292085066	0.00229361534036042	0.009524854164707247	0.0021264111453488397	-0.010728133580925402	-0.005148813131454236	-0.0035867699565097595	-0.0011146085023098144	-0.00042593163776289203	0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1-158	-0.035016919875458755	0.09262782338682943	0.05650805342301335	0.03428891551673885	0.05989914453689753	-0.027913447045017897	-0.015900965793475122	-0.019488095280792258	0.01837449322450814	0.007585931317271008	-0.005761419000970687	0.04086532269766761	-0.005624729476440338	-0.00476927147195819	0.000592887479404544	0.0016907368950931205	0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1-159	0.24696869815126435	0.24130105161047136	-0.1577775081484372	-0.059120885474459456	-0.08079463361614707	0.021737274019559192	0.015001006024479908	-0.0675528455323676	-0.008774672147159409	0.08483378985171008	-0.0008809704708005324	0.00016806896098368884	-0.0020036137173897114	0.0018682600379141751	-0.00011756697444403415	4.560507459296996e-05	0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1-19	0.522803411661912	-0.19016840940616664	0.1793123807155499	-0.008505569298390605	0.038113604137897314	-0.017028939586466795	-0.015355511094405656	-0.01932862952686273	0.008473743061647956	-0.016087286716220124	0.006743332388300979	-0.0032465098991927444	0.004295254291192625	0.006110696011645862	0.0007843879050956635	0.00043638325186996275	0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G1-193	-0.05444021982284459	0.040672634318484856	0.01811340427751614	0.023451491457427545	0.06762748709618875	0.03191030973904496	-0.018234349407889552	-0.014745677112852186	-0.016231820727623733	5.292567040237758e-07	0.03801244771919329	0.027200913890274413	0.011343891475621799	0.0008644027702721915	0.0014673257421635	-0.0010969405466088131	0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G2-194	0.06566246591842527	0.03129971565148245	-0.09807472767898744	0.08740862733158886	0.04693980874833025	0.040224567573930066	-0.006524700537642675	0.020970181879239165	-0.05630575880770231	0.0016134888681795508	0.019966531354154306	-0.012846225326099485	-0.004306030820981837	0.019650791726750525	0.0023628185167922137	0.0021326539189080746	0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G2-41	-0.03846837099144542	0.023768507292746835	0.05198566819426536	0.02649079633134853	-0.05706330271030894	-0.08455880258595065	-0.029093367699844688	0.07028402101035722	0.038702967429274426	0.02939370465173241	0.027309457628568973	-0.016962166067642028	-0.023489404603001213	0.0008983583051543535	-0.0032577762565868125	-0.0003974696808198977	0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G2-413	-0.05099359631861495	0.03023686215406442	0.004777071378555034	0.007796252890163894	0.04906197765423586	0.030555385668994198	0.006246037992064479	0.011604199952200522	-0.010010733461420335	0.0010995328733890966	-0.015126389482753376	-0.003591686283788356	0.015107056865129712	0.024578375249952388	-0.004455368002661813	-0.004028374500585969	0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G2-414	-0.041885705331920126	0.024694109407541985	0.053334289231527006	0.012118120108999162	-0.030123012636679273	-0.01801729387823614	0.005452590914133631	0.004009974942866914	0.016649522659016407	-0.002661510839774718	-0.04710687325701862	0.0030186621246945343	-0.0321623267785307	0.01857183022865402	0.0023644071285290153	-2.718920172629369e-05	0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G2-415	0.021381125442977513	-0.11570050320349891	0.10838539361560856	-0.031858822486282884	-0.014024764765315648	0.13068421580005668	-0.005122087004000584	0.05832734672435969	-0.012724304187603687	0.07961238464173394	-0.02189080997405512	0.0068087959794942785	-0.005598141375077693	-0.016673097734933546	-0.0016490575437040993	-0.0009966861685031972	0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
