	G1-11	G1-110	G1-12	G1-13	G1-130	G1-135	G1-136	G1-138	G1-14	G1-157	G1-158	G1-159	G1-19	G1-193	G2-194	G2-41	G2-413	G2-414	G2-415	G2-416	G3-417	G3-418	G3-42	G3-425	G3-426	G3-427	G3-428	G3-429	G3-43	G3-430	G3-44	G3-45	G3-46
G3-417	0.06086285329467033	0.3915613543863775	0.056082038353922094	0.16001703583887636	0.04033230039691045	0.15808781388957638	0.13859493866727182	0.04033230039691045	0.15808781388957638	0.22667240587868237	0.1408997222184502	0.45546906113534846	0.6288801867798532	0.09872046193982915	0.18457859251915704	0.12550918913683126	0.06568569342389972	0.06928088746788387	0.19761665512816712	0.02439331050979907	0.0	0.013526931585541099	0.15293456893620203	0.23640755273329545	0.008434852969953935	0.32227359537060496	0.008434852969953935	0.048130443781910115	0.2445679910707258	0.008434852969953935	0.15963879599411943	0.2813638472691402	0.278475091608765
G3-418	0.0572941567550104	0.39350657327030053	0.06233300945329969	0.15224914002923018	0.03686903635423773	0.15453558010467391	0.12678299193991213	0.03686903635423773	0.15453558010467391	0.2310302373454951	0.14609978432699747	0.4568120503218866	0.6290505533644516	0.09508862212433418	0.1809059995677097	0.13065388097583494	0.05215876183835863	0.05586834822578794	0.19415714943991022	0.02104888628431223	0.013526931585541099	0.0	0.1576685295136165	0.232943251377621	0.005135394916651772	0.3187244049938693	0.005135394916651772	0.04474934096236209	0.24810402944324028	0.005135394916651772	0.1645464915809783	0.2842487360669658	0.28171294577781003
G3-42	0.20087185506976604	0.4133013687745275	0.19721827880219045	0.27466344336043746	0.1740339763502062	0.2731469143149377	0.254924918225397	0.1740339763502062	0.2731469143149377	0.26590177848887414	0.1848227848262511	0.4229871172792041	0.6362581237323276	0.2226767838213666	0.29035901958980215	0.15192589029728606	0.20456137247481043	0.12682729331891332	0.3017031830994425	0.1583017690343602	0.15293456893620203	0.1576685295136165	0.0	0.2137542897568696	0.15376150700599042	0.40655634142809527	0.15376150700599042	0.17685188389192422	0.2771372018365069	0.15376150700599042	0.20165085605093527	0.3526453791163603	0.30931173090446334
G3-425	0.27046175901103003	0.49120910662451367	0.2743823669208585	0.33083831765741334	0.2476334417441952	0.3266763067544004	0.3105230178268047	0.2476334417441952	0.3266763067544004	0.3946850912983769	0.32782983649952524	0.3755957661644326	0.5830710460694463	0.2876750495481141	0.16673984665980413	0.31000454767217783	0.2733651919130933	0.27479303632317753	0.34873899602923913	0.23344037927047276	0.23640755273329545	0.232943251377621	0.2137542897568696	0.0	0.229878303515347	0.35994164225426933	0.229878303515347	0.24804915154729118	0.38800403400062755	0.229878303515347	0.3393130750893691	0.2464018195800261	0.22320405931631282
G3-426	0.052428000324716395	0.3913640271692166	0.05749286309352215	0.15673345421355583	0.03189744742695652	0.1507271739243405	0.1312673061242378	0.03189744742695652	0.1507271739243405	0.22720004422768617	0.14184655762263906	0.45509407025495363	0.6282820500669456	0.0905813118241194	0.1772147980882589	0.12649161423842306	0.0572941567550104	0.06096031497432063	0.19079109700946423	0.0160511913110293	0.008434852969953935	0.005135394916651772	0.15376150700599042	0.229878303515347	0.0	0.3161866009449675	0.0	0.03999129366620035	0.24493988162764918	0.0	0.16047548193855565	0.2815601806934766	0.2787057829160633
G3-427	0.289297484402714	0.5044063779508534	0.2930962571737317	0.3127535392012931	0.3392053287605645	0.3085619363807617	0.29260746281911587	0.3392053287605645	0.3085619363807617	0.41525648667068976	0.3506732821045572	0.48582721490005176	0.6420569486925496	0.31188314021077457	0.2689520284483961	0.39247169546828387	0.29203839711042695	0.35724186055806023	0.39646116499204376	0.3252891789148139	0.32227359537060496	0.3187244049938693	0.40655634142809527	0.35994164225426933	0.3161866009449675	0.0	0.3161866009449675	0.33725259845899674	0.44303827781758415	0.3161866009449675	0.3613955015613916	0.3111165916341202	0.3477476102207353
G3-428	0.052428000324716395	0.3913640271692166	0.05749286309352215	0.15673345421355583	0.03189744742695652	0.1507271739243405	0.1312673061242378	0.03189744742695652	0.1507271739243405	0.22720004422768617	0.14184655762263906	0.45509407025495363	0.6282820500669456	0.0905813118241194	0.1772147980882589	0.12649161423842306	0.0572941567550104	0.06096031497432063	0.19079109700946423	0.0160511913110293	0.008434852969953935	0.005135394916651772	0.15376150700599042	0.229878303515347	0.0	0.3161866009449675	0.0	0.03999129366620035	0.24493988162764918	0.0	0.16047548193855565	0.2815601806934766	0.2787057829160633
G3-429	0.0905813118241194	0.4040952773088832	0.0954686143695963	0.1868403681874281	0.061204426011882536	0.1811501090738005	0.16215338719863576	0.061204426011882536	0.1811501090738005	0.18813702451449346	0.10236031293638168	0.46532113852470125	0.6328817251887155	0.050840868590910714	0.1990437531063685	0.15107252250851086	0.09508862212433418	0.0983193801466492	0.21792138626557908	0.04552020676878397	0.048130443781910115	0.04474934096236209	0.17685188389192422	0.24804915154729118	0.03999129366620035	0.33725259845899674	0.03999129366620035	0.0	0.2636793023360298	0.03999129366620035	0.18450748495284028	0.2975183113604045	0.2965173626684873
G3-43	0.2656450737983759	0.44898364910626637	0.26256091707493423	0.3459910623454996	0.2637062739561213	0.3447369824119645	0.32775118012840615	0.2637062739561213	0.3447369824119645	0.32650035762065377	0.2521142991394778	0.490158917981439	0.6339834690470398	0.2840992820392132	0.3419056068692771	0.2569896788098689	0.2687618906938625	0.22320039598084698	0.36667437498534616	0.2486171211405617	0.2445679910707258	0.24810402944324028	0.2771372018365069	0.38800403400062755	0.24493988162764918	0.44303827781758415	0.24493988162764918	0.2636793023360298	0.0	0.24493988162764918	0.2663029610836333	0.4168109473616523	0.3582366410896723
G3-430	0.052428000324716395	0.3913640271692166	0.05749286309352215	0.15673345421355583	0.03189744742695652	0.1507271739243405	0.1312673061242378	0.03189744742695652	0.1507271739243405	0.22720004422768617	0.14184655762263906	0.45509407025495363	0.6282820500669456	0.0905813118241194	0.1772147980882589	0.12649161423842306	0.0572941567550104	0.06096031497432063	0.19079109700946423	0.0160511913110293	0.008434852969953935	0.005135394916651772	0.15376150700599042	0.229878303515347	0.0	0.3161866009449675	0.0	0.03999129366620035	0.24493988162764918	0.0	0.16047548193855565	0.2815601806934766	0.2787057829160633
G3-44	0.11676246433713855	0.3691994285554372	0.11229717717144551	0.28591152004287107	0.18181027148141635	0.28435217445480254	0.26527624932920413	0.18181027148141635	0.28435217445480254	0.18691819817480881	0.09711569991827317	0.43739563771823947	0.640979512402804	0.1433226679043257	0.2248048571011594	0.0698454656851465	0.12126731870606967	0.13235898701997212	0.31331192888325116	0.16520613078375362	0.15963879599411943	0.1645464915809783	0.20165085605093527	0.3393130750893691	0.16047548193855565	0.3613955015613916	0.16047548193855565	0.18450748495284028	0.2663029610836333	0.16047548193855565	0.0	0.30322420485489165	0.24736521120972643
G3-45	0.31660634732920134	0.5120760692331717	0.31407358725722523	0.19969923163903755	0.29844034182374385	0.19816928980686396	0.1817823208966616	0.29844034182374385	0.19816928980686396	0.42705630373009423	0.3637763543204859	0.45817147521700347	0.591374521896095	0.3318134536564882	0.23559337951018883	0.2650575970908242	0.31916846088802825	0.3232984848348833	0.36712645478565553	0.2846849348230189	0.2813638472691402	0.2842487360669658	0.3526453791163603	0.2464018195800261	0.2815601806934766	0.3111165916341202	0.2815601806934766	0.2975183113604045	0.4168109473616523	0.2815601806934766	0.30322420485489165	0.0	0.2795453378040201
G3-46	0.24667290761067268	0.4383705634399227	0.24342698088590023	0.3756617685928675	0.2975158404084897	0.3744700903699214	0.35745124507574655	0.2975158404084897	0.3744700903699214	0.3087713560856294	0.23242718142737848	0.36556020051313404	0.576492820837657	0.26608036754558745	0.1332686137442806	0.290158438961547	0.24995249206211548	0.25804837804978015	0.3944941298782609	0.2822005933363791	0.278475091608765	0.28171294577781003	0.30931173090446334	0.22320405931631282	0.2787057829160633	0.3477476102207353	0.2787057829160633	0.2965173626684873	0.3582366410896723	0.2787057829160633	0.24736521120972643	0.2795453378040201	0.0
