	shannon
G1-11	2.1076126657236
G1-110	1.8967727726772086
G1-12	0.804916137510871
G1-130	1.1795931100523764
G1-157	1.3612936180859492
G1-158	1.6401976401376137
G1-159	1.8300071534675104
G1-19	1.8881867218371111
G1-193	1.7831277580715443
G2-194	1.9056543005741842
G2-41	2.000895111054066
G3-42	1.738016360450554
G3-425	2.114133639413876
G3-426	2.089650421928387
G3-427	1.7982272539908626
G3-428	1.959524018962563
G3-429	1.2501755684338254
G3-43	1.9729985669903982
G3-430	1.7662175131916322
G3-44	1.7989606683681096
G3-45	2.079139185292597
G3-46	1.7961384389548671
