Eigvals	30
0.2179931582112402	0.1282740517427008	0.12060143132338393	0.07498262573087519	0.04975787838985729	0.03268791739020917	0.015696481601585103	0.007448853097837476	0.004479926591657142	0.00229339061309259	0.0013840464878937253	0.0005722644824989152	0.00022406379211015182	0.00016518159107331912	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0

Proportion explained	30
0.3320225663995375	0.1953725530266782	0.18368648386957873	0.11420506971331858	0.07578558252542743	0.04978654518889258	0.02390710858801938	0.011345252037133066	0.006823318385076002	0.0034930336500641054	0.0021080233466843107	0.0008716086490864738	0.0003412686705586208	0.00025158594994516883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0

Species	0	0

Site	30	30
G2-1100	-0.046706750588197676	-0.011808476156986736	0.022688504646271868	0.0035917281733030587	-0.012853801802783163	-0.005262200839804004	-0.011581943911989443	0.007968876099369845	0.00035134385881293163	0.008995242966569695	-0.006701783851970396	0.003101988490107211	0.004405195754528998	0.003048233932806703	0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G2-1101	-0.11317199538112342	-0.09055712622985207	0.1354012678418	0.16596456695642464	0.07700942127720017	0.05827963616268992	0.02283835665183448	0.006358454114970967	-0.002501879416800894	0.00011780939285386368	0.002756021041928126	0.00023525090891370504	-4.861757909860312e-05	0.00013982727890406824	-0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G2-1102	-0.04752225845403444	-0.012672190142729434	0.024853601676997298	0.004401554857575732	-0.011798398057353159	-0.004996150742713155	-0.010019228772591642	0.003699126928514936	-0.0011518424349231489	0.007033173564943098	-0.008246740079993405	-0.004899649325786712	-0.0057526155482308895	0.0018729243548082223	-0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G2-1105	-0.20943164410985776	0.12736140609733215	-0.15961401365922046	-0.0021359000603769222	0.03462483374610296	0.014554421541479323	0.0014940257782640885	-0.008425445176993814	-0.009385197371583495	-0.004420016288534321	0.006409850989598352	0.00020538689321979113	0.00022156787153303356	-0.0006882275793064068	-0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G2-1106	-0.0418044302472109	-0.006388788226847067	0.019001390960093643	0.0012728647124483237	-0.009078622214658142	-0.003071296245224924	-0.0195750679431876	-0.01058550911196824	0.0030763414715567878	-0.002214614671166367	0.004728304739988435	0.013956627693803715	-0.0033408668820284785	-0.0023514153742002926	-0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G2-1107	-0.04257184094318279	-0.009751861744277359	0.01881350799026251	0.0010632461470297897	-0.009183402756815562	-0.0009475854987422775	-0.014186567969578198	-0.004044078185918313	-0.0010620783116636824	0.008473179596837447	0.004124780005683756	0.0011367219214436265	0.006229894322862175	-0.002498221131550676	-0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G2-1108	0.0756090250454706	-0.2602967177659199	-0.19659841162627398	-0.023906986924855572	0.019793902691516742	0.022786057818064035	-0.009105727531927895	-0.0035409990979441384	0.0018285024187289938	0.0037142663013420584	-0.00014584563379744635	0.0004303584135695968	-7.443947123005023e-05	0.00036892501384774807	-0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G2-1109	0.019952806863733425	-0.014475556397472411	-0.008732517599855468	0.003415603999153117	-0.0067815044442609855	-0.002562698380000679	0.006521329229531757	0.004963816146896667	-0.0074498984145855394	0.001589654188480262	0.006956278679393016	0.00035065802332905625	0.0021543451705938656	-0.0011320261235626206	0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G2-1110	0.019244574932798603	-0.015623735651809523	-0.005835129287606838	0.004332955667574727	-0.0067856723673907675	-0.003858675836562231	0.0070868904050497205	-0.001693348532430517	-0.007838632062954197	-0.0007730034575189671	0.0010478377868173828	-0.008986631573422275	-0.0038891846074076107	-0.0010759712346677906	0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G2-1111	0.019858295984448132	-0.012132006607847884	-0.010052154892025553	0.004447137875523057	-0.005000303980493616	-0.006747861530587318	0.003342626402299238	0.0006673558285465883	-0.003507470180955545	-0.013995945708485499	0.007486019586146623	0.0053070543650542016	0.0028482734219980555	0.0005698769350359218	0.0	-0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G2-1113	0.01995280686373342	-0.014475556397472422	-0.008732517599855475	0.0034156039991531284	-0.006781504444260989	-0.0025626983800007223	0.006521329229531715	0.004963816146896617	-0.007449898414585506	0.0015896541884802239	0.006956278679392867	0.0003506580233291733	0.002154345170593472	-0.0011320261235626908	-0.0	0.0	0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G2-199	-0.1921129083961298	0.07446504161759604	-0.09666668779001951	-0.016422613201218787	-0.05112925852203613	0.04791321962727201	0.02797991213799897	0.01837505504435025	0.009845706870881259	0.005831697417639094	-0.005197048664618073	-0.0003791324369057584	-0.0005453001912126443	0.0010675677738659914	-0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G2-313	0.021877838538020063	-0.01441628428892036	-0.003523131060661433	0.00795023518798491	-0.016990922452250926	-0.009151742673698931	0.010415434306026154	0.024514992963432392	-0.023736401312838017	-0.012430157302099896	-0.0217506351136171	0.0016564950337616404	0.0009620596568127932	-0.0014540315451380338	-0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G2-314	0.021017531348962674	-0.024447728245412227	0.005436077626861054	0.011515106675912353	-0.0507323753127511	-0.08524993360849875	0.06962644353822056	0.01312322569980224	-0.0067482739556209495	-0.005452133489513881	0.009372209755519762	-0.00025511768320670173	-7.457405699932484e-05	-0.00014576340219634066	-0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G2-315	-0.059996665959840774	-0.02359337227495669	0.07642816876855978	-0.08608890653346137	0.009397683921748983	-0.02392755130257995	-0.055901800102644436	0.055735637651983014	0.0034732055184624926	-0.0009870864689180397	0.007982288763562058	-0.000968684864113846	-0.0009645969147953707	0.00015908345681362227	-0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G2-316	-0.05730399043719098	-0.02343462598612934	0.04076753246351774	0.0045790063319006025	-0.046081966670908685	-0.07788370947579108	0.011795024700501536	-0.02404776252928724	0.011586143978511433	0.016536818170105168	-0.0047732416007324465	0.0021389351886638226	-3.746952350584761e-05	0.000992620888548922	-0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G2-317	-0.05155157696935137	-0.02038739226881896	0.09487710987833889	-0.1394697717543115	0.04759955502654549	0.011060081354104686	0.008445579750998888	-0.035889382457859845	-0.011318500850496422	-0.0020653752532415223	-0.003784986280853273	-0.0004594668898458526	0.0009199698541835062	-0.0006230481822405945	-0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G2-318	-0.0438099606495869	-0.010957805696035081	0.02168610601786809	0.0018144001745033268	-0.009058818224078514	-0.0020881708606564587	-0.014401643374108791	-0.009705574368954082	-0.0017906541629224724	0.006524890103463372	0.0003187463293224816	-0.005782136836675581	-0.0019005018254570597	-0.005484483052365378	-0.0	-0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
G2-319	-0.04448129282084316	-0.008606514501346023	0.020662880031912974	0.0027445038786573614	-0.006598017760043093	-0.0069042596102012925	-0.018468192342150257	-0.01399568931814125	0.0055422141666351624	-0.008176004706869223	-0.00141642555289557	-0.0018306968761201388	0.000472729724369179	0.0017697348547741159	-0.0	0.0	-0.0	-0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
