Feature ID,kingdom,phylum,class,order,family,genus,species
SH076372.07FU_KX306529_reps,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Magnaporthales,f__Magnaporthaceae,g__Gaeumannomyces,s__Gaeumannomyces_graminis
d04f32ce69bb6d77d4e3dde504e8329b75b9cdf0,k__Fungi,,,,,,
894b01f80a7385ee47c97763ddff58a40e441974,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Alternaria,
269B8384E85139IJ,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Exophiala,s__Exophiala_crusticola
362342c2515be5aed4b30d17507f1e90137b3961,k__Fungi,,,,,,
228G7983Z84602JM,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Chaetomium,
463H1723N51728PR,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Sporormiaceae,g__Preussia,
547A8994U66090JX,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Lophiostomataceae,g__Lophiostoma,s__Lophiostoma_multiseptatum
e3b3b22d09ec8edaca96889feb4fea47c4dde2df,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiaceae,g__Chlorociboria,
SH536380.07FU_KR909426_reps,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,
bed51165249e46b9b60544f4f710c23794252a6a,k__Fungi,p__Ascomycota,,,,,
2e7ff707195f51cda5c4bef6718efea3552c2d4a,k__Fungi,,,,,,
f175d01e70772404286ccf6bb7d230527f1db688,k__Fungi,p__Basidiomycota,,,,,
9dbb57b0040fc1617b224800dd20a030cd2f6abc,k__Fungi,,,,,,
e4438fcb7091919eced0d8c791af1e68190b7bef,k__Fungi,,,,,,
857d5ac230728631676bfe9a237d0dd691a3c177,k__Fungi,p__Entomophthoromycota,c__Basidiobolomycetes,o__Basidiobolales,,,
445L6413W27973NA,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Ascobolaceae,g__Ascobolus,
a5747de2da1e10491c1cfef1f2d7fff54234b12c,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Alternaria,
302ae3bc571b0ad5010b588ced41549fa0757970,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Coniothyriaceae,,
75a1e216edc596bb7fd34ceb2ac2bf51ba25bcb6,k__Fungi,,,,,,
911R5874O62079LN,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporales_fam_Incertae_sedis,,
3d4ee8d028b65c1f08b86451e6c223fceb4f345d,k__Fungi,,,,,,
626O4470Z20289FA,k__Fungi,p__Chytridiomycota,,,,,
246L8229U53538AD,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymosphaeriaceae,,
SH027006.07FU_JF495181_reps_singleton,k__Fungi,p__Basidiomycota,c__Cystobasidiomycetes,o__Erythrobasidiales,,,
9c07fbd13fa40dd623b9793c6930549eac4174ed,k__Fungi,p__Basidiomycota,c__Agaricomycetes,,,,
590M4830Y88727PJ,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Lasiosphaeriaceae,,
8c968c8691dd3c74f424072a79263866b3e6b507,k__Fungi,,,,,,
fadd552b9954b9abcee3a47204da7a947decdd1c,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Sporormiaceae,g__Preussia,
194Y3125B76068XL,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Filobasidiales,f__Filobasidiaceae,g__Filobasidium,s__Filobasidium_magnum
8e3d7c1276dc78e9cb01ad9d82cc47392e817e43,k__Fungi,p__Basidiomycota,,,,,
ee189dad462b3a291152b09e8a11047babbae35b,k__Fungi,p__Entomophthoromycota,c__Basidiobolomycetes,o__Basidiobolales,,,
921bd4bb36719adceda5829ac96342c7cf1daa9f,k__Fungi,,,,,,
a55de8311563dbb45b7fcc3e09cbaedb790e9a54,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Alternaria,
57391364dd447fb1e8b56c581f75cae67e817c2b,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Clavariaceae,,
966K5028H15714NS,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Botryosphaeriales,f__Planistromellaceae,g__Ramimonilia,s__Ramimonilia_apicalis
SH128570.07FU_EU747143_reps,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Alternaria,
4bc5e4629de48d88d6ab6a7077855f7e052d94ec,k__Fungi,p__Ascomycota,,,,,
ee0e7b938a7cfee397e413c85855a16b1f96a6ce,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Teratosphaeriaceae,g__Constantinomyces,s__Constantinomyces_minimus
33d64e0f6b1b70d59f84bf6983ad940ee3bfb124,k__Fungi,,,,,,
9133987e450420d484ba2cef1ca9ae1511e39336,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Alternaria,
391W5179H95664CI,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Sporormiaceae,,
0fc710ceb51469a9d96f2c2751d1744ef29632b7,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Alternaria,
1b4542e764781578fd84a4eb3f8057b830beea68,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Botryosphaeriales,f__Planistromellaceae,g__Ramimonilia,s__Ramimonilia_apicalis
654H4241L46435IS,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Corticiales,f__Corticiaceae,g__Limonomyces,s__Limonomyces_culmigenus
ec1be575ee642cc3c3ca4bf9881f0d8c885d230e,k__Fungi,,,,,,
e2c78c591de07b1cc040ee18a69e0621e2b9d57f,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymosphaeriaceae,,
SH084396.07FU_KC965458_reps,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Lophiostomataceae,g__Lophiostoma,s__Lophiostoma_multiseptatum
164783987914ea850deb51cdd2bb5ef3d425583f,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymosphaeriaceae,,
230L6272F99119FA,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Penicillium,
9000229d22fea9df7beddc2a8538cf123d95b52e,k__Fungi,,,,,,
679T7435J16911YI,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Sporormiaceae,g__Preussia,
f8cd86958d328c288a22469da85a6779f8b5cf34,k__Fungi,,,,,,
131M8808Q85426YE,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Coniochaetales,f__Coniochaetaceae,g__Coniochaeta,s__Coniochaeta_polymorpha
302D9544D25076OZ,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Myrmecridiales,f__Myrmecridiaceae,g__Myrmecridium,s__Myrmecridium_montsegurinum
cdcf94bd2462e73ac0554d9bcc28c921dab4c0dd,k__Fungi,,,,,,
870X4215Q72608CZ,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,f__Diatrypaceae,g__Monosporascus,
488d49890783cbd704a8d1c59f786c2b70c9e3d2,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Myrmecridiales,f__Myrmecridiaceae,g__Myrmecridium,
bfcd4a05822328269bb08040d4ea008522e52e42,k__Fungi,,,,,,
125F2600F93054ET,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Lasiosphaeriaceae,,
66a5da9b2b83640c3025435900a941c804fb2b83,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Comoclathris,s__Comoclathris_spartii
f64e7fb977245c2bed47e7f8bcec407922f36864,k__Fungi,,,,,,
1add84844bcbfa5618193828fe3bce838d47098f,k__Fungi,p__Olpidiomycota,c__Olpidiomycetes,o__Olpidiales,f__Olpidiaceae,g__Olpidium,s__Olpidium_brassicae
707P4257Q69942HI,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Pyrenophora,s__Pyrenophora_seminiperda
SH019302.07FU_KC965859_reps_singleton,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,,,
SH128610.07FU_LN808981_reps,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Alternaria,
696f5b8c781fb21fdcc3fca4db63221b02666330,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Dothideales,f__Dothideaceae,g__Scirrhia,
SH120062.07FU_EU479757_reps,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,,,
352S6403Z31238LP,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,,,
43f7fd5c9e621fd7306cf0350d74be8bf6106729,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Alternaria,
0bb0c2617a6851546eab6688edd59e7199f2d83f,k__Fungi,,,,,,
987O1409M73147QV,k__Fungi,p__Ascomycota,c__Arthoniomycetes,,,,
15f37f6456c433ad9bd9cf9b1466a95eb202f000,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Alternaria,
564Y9066P99036EM,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,f__Hyponectriaceae,g__Monographella,s__Monographella_nivalis
751M4012I26016MB,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,,,
7bdb8cb75afc1b615ce310049092e2933c855218,k__Fungi,p__Ascomycota,,,,,
8c0a431501852a2f1da348b696c94f4b208f6f67,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,,,
526S8160F88557LZ,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Drechslera,
7a75d46906a78e57ca15c66fa24648ec49588dcd,k__Fungi,,,,,,
151A7978P20055VV,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Ceratobasidiaceae,,
d09b1bc1aa3b6180b4f7e177e05bfbb3c76a7a85,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,,,
e7400add06447b6a17137f25df3ad0bbbae12ce6,k__Fungi,,,,,,
281X7898O39532CH,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__pleosporaceae,g__Neocamarosporium,
413J4616C15985UB,k__Fungi,p__Basidiomycota,c__Agaricomycetes,,,,
3b2083262a67995a0b1b90ac8b293033c2621c37,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Vishniacozyma,s__Vishniacozyma_globispora
8dbdc82fa97616287a5feb00188ffbed7227335c,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Sporormiaceae,,
3054aa6b1a1fff03829f6950512d8e80a21ad946,k__Fungi,,,,,,
563X1902D16504YC,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Comoclathris,
2b5591c8e1dc8a7aaec1ca334ed708b4c9e79bce,k__Fungi,,,,,,
ce858ed9d9a8cd851ca09b5319c4160ae0ef91d6,k__Fungi,,,,,,
458a631574b5792e7e294d268afb682144b0f086,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Filobasidiales,f__Filobasidiaceae,g__Filobasidium,s__Filobasidium_magnum
8065e15d82f9094a989a2fec661d7ec8b3260d7f,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Sporormiaceae,g__Preussia,
267906cd85d56d8c43d8a3ac22dc6921137bf7e0,k__Fungi,,,,,,
597I4842D23412EZ,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Dothideales,f__Aureobasidiaceae,g__Aureobasidium,s__Aureobasidium_pullulans
SH117604.07FU_JF740190_reps,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporales_fam_Incertae_sedis,g__Ochrocladosporium,s__Ochrocladosporium_frigidarii
6e9d2b57c13219098117bd1cab50e887197c51c5,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Teratosphaeriaceae,,
441e27b1782bd27c2074fa3d1933287e20c45b93,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Alternaria,
b9869b80ceddfce5d74854db891f6b3b5a5f6960,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Sporormiaceae,g__Preussia,
518Y9365I67152FX,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Holtermanniales,f__Holtermanniales_fam_Incertae_sedis,g__Holtermanniella,s__Holtermanniella_takashimae
94465e2bdbb36e81c4257dcd2d3f2c5b10a4b289,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Dothideales,f__Aureobasidiaceae,g__Aureobasidium,s__Aureobasidium_pullulans
2c630951fe34df24fc8d61b609594841076353e5,k__Fungi,,,,,,
715954e1e11696d60cf2eac61ae13baee8b3c923,k__Fungi,,,,,,
739R4753G89732XA,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Sporormiaceae,g__Preussia,
b4c9239017aab9c224c64221fa6d0d22a347b42c,k__Fungi,,,,,,
20971f373c769f02e63c8c31f6b56bc99cf9df54,k__Fungi,,,,,,
3a2d90dcae871a2335f0295718d5b80c1f4e7456,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Vishniacozyma,s__Vishniacozyma_victoriae
4b3d269012f1deced56e501cd99ee8d7ae20a0e5,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Alternaria,
217P3105U38503TJ,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,f__Xylariaceae,g__Anthostomella,s__Anthostomella_conorum
SH483061.07FU_FJ228216_reps_singleton,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Corticiales,f__Corticiaceae,g__Marchandiobasidium,
SH025563.07FU_KF780609_reps_singleton,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Tremellaceae,g__Cryptococcus,
324L7140Y88004CL,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Alternaria,
737cf777e62228d9659373206134b838f675166b,k__Fungi,,,,,,
214T3660M19073SQ,k__Fungi,p__Ascomycota,c__Taphrinomycetes,o__Taphrinales,f__Protomycetaceae,g__Protomyces,s__Protomyces_inouyei
965545aca8a0f73497a6a00fbc0f1ead85dba902,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Comoclathris,s__Comoclathris_spartii
SH093135.07FU_HE861822_refs,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Curvularia,
505Y2451R19274AR,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Lasiosphaeriaceae,,
SH086146.07FU_AF444379_refs,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Dioszegia,
785B4784U74117EC,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Rutstroemiaceae,g__Rutstroemia,s__Rutstroemia_capillus_albis
SH127040.07FU_HQ115714_reps,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Sporormiaceae,g__Preussia,
109O3483Q20743NE,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Vishniacozyma,s__Vishniacozyma_victoriae
742Z2771W31580SN,k__Fungi,p__Ascomycota,c__leotiomycetes,o__Helotiales,,,
b57a0b91db9db7bb339457cd1e11ebbcfb3509ad,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Ceratobasidiaceae,g__Ceratobasidium,
731U1409H48863YX,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Sporormiaceae,,
335B8157W93622LO,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Sporormiaceae,,
653a519e069d839023f79e4bc0b8f761f7633cb4,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Alternaria,
5ad13b96c14e1d5dd845d4762defe63d717900d1,k__Fungi,,,,,,
0597bb1b55c220d98ac8f4cafb34aeb88321e7e9,k__Fungi,,,,,,
e95ace63356a2de9971287fc9bcb5c0869f2931e,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Mycosphaerellaceae,g__Mycosphaerella,s__Mycosphaerella_tassiana
81d1f053c3fe8b5edb28a4fb70c116ba872a6e99,k__Fungi,,,,,,
7f013e547297a973469a79d01c6eca39d3a49737,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Tremellaceae,g__Tremella,
012bcc8edbcad061f2f04cecbfbc29ec0d58f090,k__Fungi,,,,,,
939L6808Q52627GJ,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Alternaria,
04b15d323ab77ea0c8f70838d928ab75eaee19b8,k__Fungi,,,,,,
SH127641.07FU_AF104443_refs,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Aspergillus,s__Aspergillus_leporis
613K7660L23306TL,k__Fungi,p__Ascomycota,c__Arthoniomycetes,o__Lichenostigmatales,f__Phaeococcomycetaceae,g__Phaeococcomyces,
383Q9978P77527IS,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Alternaria,
946M3753G90720UU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Russulales,f__Peniophoraceae,g__Peniophora,
caece2adb07298f92f512c4d9e60f362e75b87bc,k__Rhizaria,p__Cercozoa,,,,,
48e173597badbb6b5155dcff1c85098434e15891,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Sporormiaceae,g__Sparticola,s__Sparticola_forlicesenae
219J2282I23017OU,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Coniochaetales,f__Coniochaetaceae,,
157474502bb844b80e25b014389c97d10a8871ae,k__Fungi,p__Ascomycota,c__Lecanoromycetes,o__Umbilicariales,f__Umbilicariales_fam_Incertae_sedis,g__Boreoplaca,s__Boreoplaca_ultrafrigida
802N9474X15936XC,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Sporormiaceae,g__Preussia,
SH631137.07FU_KX516026_reps_singleton,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymellaceae,,
SH086149.07FU_KY449061_reps,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Dioszegia,
646M4793E91097UI,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,,,
1620650f218fd258f651d9438a67f3bef373774f,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,,,
581M3480U80153IJ,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Sclerostagonospora,
9093c2e6dcde5af4d78f1c72b757fe136f71c30f,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Cystofilobasidiales,f__Mrakiaceae,g__Udeniomyces,s__Udeniomyces_puniceus
0e008c5b47c9c9fbe55991ee7f47ab3d0e41cb2b,k__Fungi,,,,,,
78708d72fadc9caa7d6b6e725c343ef1e491ed77,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,,,
494N7250J23320HQ,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Coniochaetales,f__Coniochaetaceae,,
687K6007V75098CG,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Comoclathris,
81ab997bf3aa143652bac2586b65187a8d4b3b85,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Tremellaceae,g__Tremella,
ef4c54a1e6a84c07f0c6f2462cb339e1ff600e30,k__Fungi,p__Chytridiomycota,,,,,
f6b4c396ec6160e714367409432d84bf2c2931ae,k__Fungi,p__Ascomycota,c__Lecanoromycetes,o__Umbilicariales,f__Umbilicariales_fam_Incertae_sedis,g__Boreoplaca,s__Boreoplaca_ultrafrigida
430S7968Z69131UB,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Lasiosphaeriaceae,,
8ac3df721f08826aa3a6ca078b641f817f955c9c,k__Fungi,p__Chytridiomycota,,,,,
SH016311.07FU_EU144632_reps_singleton,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Sporormiaceae,g__Preussia,
673Z3967H67407GJ,k__Fungi,p__Ascomycota,c__Arthoniomycetes,o__Lichenostigmatales,f__Phaeococcomycetaceae,g__Phaeococcomyces,
b5b34fef995305332afeeac0ae1a6a89dd799442,k__Fungi,p__Ascomycota,,,,,
361U5182W98773DO,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Sporormiaceae,g__Sporormiella,s__Sporormiella_megalospora
SH112120.07FU_FN397295_reps,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,,,
SH128472.07FU_KF206536_reps,k__Fungi,p__Olpidiomycota,c__Olpidiomycetes,o__Olpidiales,f__Olpidiaceae,g__Olpidium,
7e39d90f2517c7c73703974eff94d8aa27890dd7,k__Fungi,,,,,,
5e18f88976b076bf9172f82daf0d18d8a92edd44,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Alternaria,
517X8221U66327UA,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Lasiosphaeriaceae,,
735c8be637b8bbb8f9906d8cb60da8ce6143976b,k__Fungi,p__Chytridiomycota,,,,,
a7c2734021da47d716732f853cf7fb30b4c97857,k__Fungi,,,,,,
e5324fc20cfcde2cac9401764cf4540e9ec2fd69,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Sporormiaceae,,
76e4b012cb74b1930e404aac4c33105ffecfc00e,k__Fungi,,,,,,
SH111303.07FU_AM901747_reps,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Cystofilobasidiales,f__Mrakiaceae,g__Mrakia,
b612c8d562d464e8a511978e87944301ca517b59,k__Fungi,,,,,,
764C3817D75557RS,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Melanommataceae,g__Herpotrichia,s__Herpotrichia_juniperi
655fc3497da9d860ca03a4df6c469d7400ca6344,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Sporormiaceae,g__Preussia,
6c0617c9b713ba1931fc89c209eb1db4a1101494,k__Fungi,,,,,,
448V2303U95525PQ,k__Fungi,p__Basidiomycota,c__Agaricomycetes,,,,
SH111869.07FU_KT270271_reps,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,,,
4bfc4f6a9fbcde5025caee93b28ebb2bb02afb4c,k__Fungi,,,,,,
808L2047T95617WS,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Psathyrellaceae,g__Coprinellus,
b91b69bd4c4e99f56a574cb9b5a44bc6d35712d5,k__Fungi,,,,,,
b8aafad3949189f05ffe11f5d18452da8d077f7e,k__Fungi,,,,,,
659c54bd58c99c2b7cc0306e5bad006bfa584f26,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Alternaria,
e07a4c52eb014bc88b219eeff395961d64f82ba6,k__Fungi,,,,,,
d0cb2b78a9b425dee5163023b7e117826881f3b0,k__Fungi,,,,,,
af722a85c1570d6cc7c72abdc7691aaa42f6c22c,k__Fungi,,,,,,
1d2a8c3efb69ae1a3ddbb4ee00cd29be388e9f7d,k__Fungi,,,,,,
711f2a30d6f3fabd74e5e60651bac64743b3efb7,k__Fungi,,,,,,
758471244240ee06f6baf13380ecaa49f1a02546,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Tremellaceae,g__Cryptococcus,
SH648232.07FU_KX228250_reps,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporales_fam_Incertae_sedis,g__Thyrostroma,s__Thyrostroma_compactum
1767dfa28de401c0bf1f89fe7876497c1809d333,k__Fungi,,,,,,
af745b9b81e86290380bec656481bc3ec407e032,k__Fungi,,,,,,
c4ac481e1867102f0d51930b8f5e6ae2abe21af5,k__Fungi,p__Ascomycota,c__Arthoniomycetes,o__Lichenostigmatales,f__Phaeococcomycetaceae,g__Phaeococcomyces,
SH019481.07FU_GQ203789_reps_singleton,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Sporormiaceae,,
6b45c60db6e041f52befbc45b8f44efa7393ee5b,k__Fungi,,,,,,
6cd1cff23c710560762726efcc158b327022bfaa,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,,,
e498539b8633fd469d9a74ed3e441e3cc45c1864,k__Fungi,,,,,,
52330737ac5d278c99a808278724edf9c9ec880c,k__Fungi,,,,,,
9d4a365f20b3e2b9168ba4e55695544cf3f646d8,k__Fungi,,,,,,
475V2958X88576RE,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymosphaeriaceae,,
4a898602389e4024a6f6b8810f2cb89c4812e558,k__Fungi,,,,,,
09393cdd000507b426349f64359b63574dde52e5,k__Fungi,p__Ascomycota,c__Lecanoromycetes,o__Umbilicariales,f__Umbilicariales_fam_Incertae_sedis,g__Boreoplaca,s__Boreoplaca_ultrafrigida
e4425a15270bff4e654c4cd3a2b897f58fbc0ce6,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Teratosphaeriaceae,g__Constantinomyces,s__Constantinomyces_minimus
bc50d6b1b075cccb263125ad4bb3553cd9c0b828,k__Fungi,p__Chytridiomycota,,,,,
SH107777.07FU_FJ214883_refs,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Alternaria,s__Alternaria_malorum
2e8ed1f59db0866ed05220d3105901a103f906ea,k__Fungi,,,,,,
fed7b1827fa725d9d7e01f63f5450c6373d2e58f,k__Fungi,,,,,,
b4f830e67cef7048209b0d334499e5f9d4ceba5a,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Sporormiaceae,g__Preussia,
332b97b733eed7345c80dda70124be5609a544cf,k__Fungi,,,,,,
09eb35b5ee56fab7571cd54fbf35866f2b7da44c,k__Fungi,,,,,,
219B3621C17331ZG,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Coniochaetales,f__Coniochaetaceae,g__Coniochaeta,
657538a85e75425e9e66740318f4d7b33e16c7db,k__Fungi,,,,,,
2d053b89188720940ade2a445d2a0604c214a91b,k__Fungi,,,,,,
2e29c8219de9ca93dd58cd99ef41c62932c8b88f,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,,,
c1f8c89facb647c1830776a0556e59435bd48b59,k__Fungi,,,,,,
943N2673B72312CW,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Dothideales,f__Aureobasidiaceae,g__Aureobasidium,s__Aureobasidium_pullulans
