	G1-11	G1-110	G1-12	G1-157	G1-158	G1-159	G1-19	G1-193	G2-194	G2-41	G3-42	G3-425	G3-426	G3-427	G3-428	G3-429	G3-43	G3-430	G3-44	G3-45	G3-46
G3-42	0.3630772203532133	0.3723874581980165	0.1117980277099305	0.1074737759465325	0.28255163770186614	0.4350523468376401	0.5101758663735125	0.6697096592104966	0.21934881414535348	0.31331142831748504	0.0	0.30312589338267054	0.11604021486636844	0.29396045958614936	0.11604021486636844	0.23884580503430167	0.3230516556814708	0.4385184511163789	0.17445787651191394	0.32544150031185287	0.2783158452398655
G3-425	0.3767371505841727	0.4438206568094113	0.24243511943021986	0.23929159891871093	0.12467204586840185	0.2885810364556611	0.5070900531343523	0.6249890362068944	0.13015563394229848	0.17845043388873677	0.30312589338267054	0.0	0.23834189632266323	0.2460031568539417	0.23834189632266323	0.09218658608526181	0.36515042001713816	0.44652187319369024	0.2563855374856792	0.18498263850019803	0.1638153491402689
G3-426	0.30268048641592976	0.323346604104142	0.005345095433952665	0.010741296612700185	0.21774180246526667	0.3956233204711136	0.48080829233723427	0.6548183970155431	0.13774897619506615	0.2695674441408732	0.11604021486636844	0.23834189632266323	0.0	0.21997852092597758	0.0	0.16134901230010731	0.2656450737983759	0.3887899946447437	0.08746384349577606	0.285712354976534	0.21635644730964104
G3-427	0.3881127149334234	0.43767982953684087	0.22414781017216115	0.22835696299698877	0.22850805360287546	0.4155657420217063	0.5290201604847591	0.6495267236013019	0.2012912061726868	0.2737573471051875	0.29396045958614936	0.2460031568539417	0.21997852092597758	0.0	0.21997852092597758	0.17916734988756716	0.3658737283489258	0.4632761114453416	0.2838378401680423	0.2650391853674316	0.26452332269173334
G3-428	0.30268048641592976	0.323346604104142	0.005345095433952665	0.010741296612700185	0.21774180246526667	0.3956233204711136	0.48080829233723427	0.6548183970155431	0.13774897619506615	0.2695674441408732	0.11604021486636844	0.23834189632266323	0.0	0.21997852092597758	0.0	0.16134901230010731	0.2656450737983759	0.3887899946447437	0.08746384349577606	0.285712354976534	0.21635644730964104
G3-429	0.32898399439399567	0.40128605071850354	0.16585600249092217	0.162043229964048	0.05851475410236422	0.3329530943200911	0.49859750007244524	0.616135500021235	0.06497898230089796	0.12115245726284694	0.23884580503430167	0.09218658608526181	0.16134901230010731	0.17916734988756716	0.16134901230010731	0.0	0.3115427391673489	0.40277621625725313	0.22374242586167087	0.15170843753645033	0.146633441585922
G3-43	0.4158476640610718	0.4147335985118153	0.26256091707493423	0.2594208815790454	0.2904285850506331	0.46959714707519656	0.48306746321399596	0.7024334163478945	0.3419056068692771	0.3317271881502061	0.3230516556814708	0.36515042001713816	0.2656450737983759	0.3658737283489258	0.2656450737983759	0.3115427391673489	0.0	0.4385433128853041	0.2461984568732771	0.39417946423453076	0.38645084769891597
G3-430	0.13386685647642763	0.49116171025701344	0.39263108652717366	0.3902666518874351	0.3914964934525128	0.5363543969131435	0.4895533603130052	0.7397033394710935	0.44758268531067635	0.4245951539453743	0.4385184511163789	0.44652187319369024	0.3887899946447437	0.4632761114453416	0.3887899946447437	0.40277621625725313	0.4385433128853041	0.0	0.3803290507065993	0.47753272949107217	0.487312300355338
G3-44	0.35828986774922683	0.3068702222975688	0.0826965997232857	0.07783298086661664	0.19563717823781707	0.38251290026149853	0.44621722621536397	0.676866905763175	0.20232696761020677	0.250330731649475	0.17445787651191394	0.2563855374856792	0.08746384349577606	0.2838378401680423	0.08746384349577606	0.22374242586167087	0.2461984568732771	0.3803290507065993	0.0	0.2963055389274755	0.22739183938087507
G3-45	0.41013846036465984	0.4671173011729193	0.2829449595742005	0.28012926682160866	0.19335094421844515	0.40485891784209443	0.5242870065515641	0.6422461196563946	0.20146758674955592	0.22690286642349825	0.32544150031185287	0.18498263850019803	0.285712354976534	0.2650391853674316	0.285712354976534	0.15170843753645033	0.39417946423453076	0.47753272949107217	0.2963055389274755	0.0	0.22274485773095273
G3-46	0.4168641398212151	0.4272568734533321	0.21302429014834495	0.2096314042364237	0.17137699106111642	0.34763501160857024	0.5238275185585926	0.6213310850225602	0.10452008399635068	0.22204723081494857	0.2783158452398655	0.1638153491402689	0.21635644730964104	0.26452332269173334	0.21635644730964104	0.146633441585922	0.38645084769891597	0.487312300355338	0.22739183938087507	0.22274485773095273	0.0
