	shannon
G1-11	2.1452263874143864
G1-12	0.7951245198150251
G1-130	1.175646812327462
G1-193	1.8619434554507635
G2-194	1.885315468304173
G3-425	2.0350009581296096
G3-426	2.0944808667514363
G3-427	1.7836725707276218
G3-428	1.9943940595500298
G3-429	1.3108902544248033
G3-430	1.7207288356690607
