	G1-11	G1-12	G1-13	G1-130	G1-131	G1-132	G1-135	G1-136	G1-138	G1-14	G1-15	G1-177	G1-178	G1-193	G2-194	G2-413	G2-414	G2-415	G2-416	G3-417	G3-418	G3-419	G3-420	G3-421	G3-422	G3-423	G3-424	G3-425	G3-426	G3-427	G3-428	G3-429	G3-430
G1-15	0.1835429065891223	0.05955765850672759	0.0812652594891404	0.20604213975512428	0.18396045673706118	0.20557851568710317	0.06543208203577189	0.133023072062049	0.08572459054619845	0.036703101615270885	0.0	0.19784501701905347	0.18933321538366246	0.6721065637893526	0.30993175951873897	0.33940262888211115	0.22430889396537051	0.19094216432946615	0.18969322221176474	0.18291069055032325	0.1008533234707959	0.1964896388772259	0.3075652007761824	0.394544405111296	0.23737543748354034	0.4219018147237315	0.2413209052950087	0.34223006900855174	0.1835429065891223	0.4162737505800588	0.248711583698268	0.25952419617598227	0.3857589555673645
G1-177	0.3401835868942145	0.2352209369089664	0.2593788328474405	0.35664433114270533	0.3378113095108643	0.3589491396128605	0.23929042683598012	0.2918275994825382	0.25402791740434777	0.2151346170604247	0.19784501701905347	0.0	0.24905998139057958	0.7101334150186486	0.2827556308818319	0.4250609403833056	0.32392321359434983	0.3452827472950061	0.3417829657802674	0.3402033519288522	0.21614714038182564	0.3299707188350279	0.22084317854040597	0.3577215175654371	0.292393950602305	0.39920995473303217	0.34244296362107696	0.2867671064024246	0.3401835868942145	0.44354167106594294	0.39568131516023963	0.2507770215970606	0.48466259583942806
G1-178	0.133078562131946	0.23259594243876772	0.26058321069810264	0.15375104068547335	0.12897870132767933	0.15773429912500125	0.23732438455595362	0.29765889388707756	0.25439192642012154	0.20934121867789648	0.18933321538366246	0.24905998139057958	0.0	0.6738902547526548	0.27499893754542826	0.23870867078528687	0.10478965245967414	0.14185988049702236	0.135837451654311	0.13213443470946054	0.20649501882956256	0.33772912722680815	0.20207500870495695	0.4277322166173298	0.05770629895576828	0.40764410290035097	0.12828119167290034	0.2803067553071112	0.133078562131946	0.39955730149748653	0.20599607286849603	0.2184519309448024	0.366451142667601
G1-193	0.6438012389497245	0.6642354330884921	0.6726203601949099	0.6532541085759274	0.6431115346473443	0.6539242118613096	0.6627285312312711	0.675063371632626	0.6714132399111562	0.6788398018288152	0.6721065637893526	0.7101334150186486	0.6738902547526548	0.0	0.655255210395105	0.6908768501299105	0.6637120938663584	0.6452915028949521	0.6455634449739773	0.6469891602283527	0.679938551930422	0.6861368835918212	0.6791837878723068	0.7145969450927011	0.6666380773909498	0.7171372021555025	0.7054454423990401	0.6786293130792204	0.6438012389497245	0.6846118809197407	0.6469281036956314	0.6590908173408967	0.6905949229860662
G2-194	0.1772147980882589	0.2741199350579469	0.2937614389961238	0.19701336621742682	0.17352541294030152	0.20059790106831113	0.27163251653202847	0.3268195800279237	0.2881197755311777	0.32208229749972167	0.30993175951873897	0.2827556308818319	0.27499893754542826	0.655255210395105	0.0	0.25830757539103505	0.21522698645743543	0.17157016945633913	0.1700817221834861	0.18457859251915704	0.30882428882802704	0.3692694291127573	0.10368580372412362	0.36083427549760055	0.2381525149556966	0.3592743995749852	0.3309998716672962	0.16673984665980413	0.1772147980882589	0.2736685811449485	0.1622536761306503	0.06497898230089796	0.3902333899366071
G2-413	0.19993401251383103	0.30498641057678016	0.2795275377875713	0.18340247988231675	0.20497802372952753	0.178221582783716	0.3021495399876789	0.3538156304871559	0.28859742645029995	0.3197092448073694	0.33940262888211115	0.4250609403833056	0.23870867078528687	0.6908768501299105	0.25830757539103505	0.0	0.14589062163526714	0.19350095088984126	0.2010266207404944	0.20825458500739427	0.26406081228376216	0.4109478383706406	0.2757421658899414	0.5167948887086878	0.1932100900840867	0.5252438226278557	0.1298001674012648	0.38270005993116224	0.19993401251383103	0.40192408707027527	0.13211868240553645	0.29148890730342536	0.42636694531197844
G2-414	0.06096031497432063	0.18350196372985672	0.19777957968522455	0.09242559654129304	0.06600432619001713	0.08738158532559653	0.18093096517701415	0.24228145181932648	0.20663998779149162	0.24105695413037018	0.22430889396537051	0.32392321359434983	0.10478965245967414	0.6637120938663584	0.21522698645743543	0.14589062163526714	0.0	0.054875077486724044	0.062400747337377195	0.06928088746788387	0.13703456911839174	0.30732747097547314	0.14913838362670825	0.43179411217179897	0.05128740085235903	0.4417293009489068	0.153687468506324	0.27479303632317753	0.06096031497432063	0.36138654059494263	0.13909925947454407	0.1676377318155374	0.3267252808895714
G2-415	0.010994118275030525	0.1401153357025815	0.16262223890345873	0.04254088139230352	0.0160511913110293	0.03748380835630474	0.13353967620603052	0.2099084780805674	0.16330571986693587	0.19991032368741601	0.19094216432946615	0.3452827472950061	0.14185988049702236	0.6452915028949521	0.17157016945633913	0.19350095088984126	0.054875077486724044	0.0	0.007564089544809728	0.019336237473800293	0.17914375412135886	0.27057200897517775	0.18252304629012842	0.40185064630575856	0.09281826095533484	0.41232566111940144	0.19819994049918857	0.23644860854470554	0.010994118275030525	0.3260110211610695	0.08933540904452786	0.12336730569094222	0.29141972289306317
G2-416	0.018558207819840255	0.14265628433864058	0.1692029078031163	0.04019408931037371	0.013569758041337353	0.04504789790111447	0.14014970302969249	0.2159512358950811	0.16179229938927528	0.20619795812728062	0.18969322221176474	0.3417829657802674	0.135837451654311	0.6455634449739773	0.1700817221834861	0.2010266207404944	0.062400747337377195	0.007564089544809728	0.0	0.021941301205334683	0.185738782060012	0.26643753485720506	0.18109637796422434	0.39907328808277803	0.08608511419124505	0.4096449453763232	0.1968124948249218	0.23539350692019	0.018558207819840255	0.331451014437857	0.0968994985893376	0.12164344186529921	0.2968390684851993
G3-417	0.008434852969953935	0.13087333397751297	0.16186321264770798	0.04033230039691045	0.013548142111549845	0.03521901125531454	0.1366310748621643	0.20963103644235187	0.16254990475749143	0.19952932105774096	0.18291069055032325	0.3402033519288522	0.13213443470946054	0.6469891602283527	0.18457859251915704	0.20825458500739427	0.06928088746788387	0.019336237473800293	0.021941301205334683	0.0	0.17854295742753645	0.26428247195522164	0.1819542321699813	0.3980006028174144	0.0817516978400361	0.4086453052756052	0.203657361151119	0.23640755273329545	0.008434852969953935	0.32668679364470005	0.08764701158003094	0.12220151854920769	0.2918182776436613
