	shannon
G1-139	1.9257574450867512
G1-140	1.8943257360185917
G1-187	2.43166201422878
G1-188	1.708922141389835
G1-189	1.8396157265754363
G1-190	2.368093500532702
G2-219	0.9728411154395946
G2-220	1.5151154941411715
G2-221	2.111724712649043
G2-222	1.6774102236714676
G2-223	1.3435543395354024
G2-224	0.693278517869845
